TransactionID,Date,HospitalID,ProductID,TransactionType,Quantity,BalanceAfterTransaction
TRN032868,2025-02-02,H001,MED065,Consumption,-23,1759
TRN032869,2025-02-02,H001,MED066,Consumption,-21,2978
TRN032870,2025-02-02,H001,MED067,Consumption,-18,2728
TRN032871,2025-02-02,H001,MED068,Consumption,-16,2955
TRN032872,2025-02-02,H001,MED069,Consumption,-35,2450
TRN032873,2025-02-02,H001,MED070,Consumption,-31,2832
TRN032874,2025-02-02,H001,MED071,Consumption,-4,1270
TRN032875,2025-02-02,H001,MED072,Consumption,-6,794
TRN032876,2025-02-02,H001,MED073,Consumption,-5,1385
TRN032877,2025-02-02,H001,MED074,Consumption,-2,1306
TRN032878,2025-02-02,H001,MED075,Consumption,-6,1728
TRN032879,2025-02-02,H001,MED076,Consumption,-4,1718
TRN032880,2025-02-02,H001,MED077,Consumption,-6,1016
TRN032881,2025-02-02,H001,MED078,Consumption,-5,1990
TRN032882,2025-02-02,H001,MED079,Consumption,-5,1196
TRN032883,2025-02-02,H001,MED080,Consumption,-1,1858
TRN032884,2025-02-02,H001,MED081,Consumption,-13,1857
TRN032885,2025-02-02,H001,MED082,Consumption,-7,2631
TRN032886,2025-02-02,H001,MED083,Consumption,-7,1773
TRN032887,2025-02-02,H001,MED084,Consumption,-8,1291
TRN032888,2025-02-02,H001,MED085,Consumption,-6,2382
TRN032889,2025-02-02,H001,MED086,Consumption,-7,1629
TRN032890,2025-02-02,H001,MED087,Consumption,-15,2300
TRN032891,2025-02-02,H001,MED088,Consumption,-10,2292
TRN032892,2025-02-02,H001,MED089,Consumption,-8,1760
TRN032893,2025-02-02,H001,MED090,Consumption,-11,1692
TRN032894,2025-02-02,H001,MED091,Consumption,-6,717
TRN032895,2025-02-02,H001,MED092,Consumption,-3,1326
TRN032896,2025-02-02,H001,MED093,Consumption,-5,823
TRN032897,2025-02-02,H001,MED094,Consumption,-2,1108
TRN032898,2025-02-02,H001,MED095,Consumption,-1,1184
TRN032899,2025-02-02,H001,MED096,Consumption,-1,1479
TRN032900,2025-02-02,H001,MED097,Consumption,-1,1791
TRN032901,2025-02-02,H001,MED098,Consumption,-5,1943
TRN032902,2025-02-02,H001,MED099,Consumption,-2,1883
TRN032903,2025-02-02,H001,MED100,Consumption,-6,2137
TRN032904,2025-02-02,H002,MED001,Consumption,-24,1572
TRN032905,2025-02-02,H002,MED002,Consumption,-18,2600
TRN032906,2025-02-02,H002,MED003,Consumption,-24,2590
TRN032907,2025-02-02,H002,MED004,Consumption,-31,3019
TRN032908,2025-02-02,H002,MED005,Consumption,-19,1478
TRN032909,2025-02-02,H002,MED006,Consumption,-31,2240
TRN032910,2025-02-02,H002,MED007,Consumption,-27,2985
TRN032911,2025-02-02,H002,MED008,Consumption,-31,2229
TRN032912,2025-02-02,H002,MED009,Consumption,-28,2007
TRN032913,2025-02-02,H002,MED010,Consumption,-30,2160
TRN032914,2025-02-02,H002,MED011,Consumption,-19,2835
TRN032915,2025-02-02,H002,MED012,Consumption,-26,2752
TRN032916,2025-02-02,H002,MED013,Consumption,-29,1510
TRN032917,2025-02-02,H002,MED014,Consumption,-22,1192
TRN032918,2025-02-02,H002,MED015,Consumption,-34,1818
TRN032919,2025-02-02,H002,MED016,Consumption,-34,3014
TRN032920,2025-02-02,H002,MED017,Consumption,-26,984
TRN032921,2025-02-02,H002,MED018,Consumption,-34,2062
TRN032922,2025-02-02,H002,MED019,Consumption,-24,3363
TRN032923,2025-02-02,H002,MED020,Consumption,-31,740
TRN032924,2025-02-02,H002,MED021,Consumption,-2,1951
TRN032925,2025-02-02,H002,MED022,Consumption,-3,1225
TRN032926,2025-02-02,H002,MED023,Consumption,-6,839
TRN032927,2025-02-02,H002,MED024,Consumption,-35,1931
TRN032928,2025-02-02,H002,MED025,Consumption,-3,291
TRN032929,2025-02-02,H002,MED026,Consumption,-9,2160
TRN032930,2025-02-02,H002,MED027,Consumption,-5,2418
TRN032931,2025-02-02,H002,MED028,Consumption,-13,1249
TRN032932,2025-02-02,H002,MED029,Consumption,-7,1760
TRN032933,2025-02-02,H002,MED030,Consumption,-7,1657
TRN032934,2025-02-02,H002,MED031,Consumption,-11,1481
TRN032935,2025-02-02,H002,MED032,Consumption,-7,1693
TRN032936,2025-02-02,H002,MED033,Consumption,-13,1796
TRN032937,2025-02-02,H002,MED034,Consumption,-13,2017
TRN032938,2025-02-02,H002,MED035,Consumption,-14,1802
TRN032939,2025-02-02,H002,MED036,Consumption,-7,2039
TRN032940,2025-02-02,H002,MED037,Consumption,-7,587
TRN032941,2025-02-02,H002,MED038,Consumption,-13,806
TRN032942,2025-02-02,H002,MED039,Consumption,-7,2040
TRN032943,2025-02-02,H002,MED040,Consumption,-11,1899
TRN032944,2025-02-02,H002,MED041,Consumption,-11,1390
TRN032945,2025-02-02,H002,MED042,Consumption,-11,1693
TRN032946,2025-02-02,H002,MED043,Consumption,-12,1778
TRN032947,2025-02-02,H002,MED044,Consumption,-11,892
TRN032948,2025-02-02,H002,MED045,Consumption,-5,1972
TRN032949,2025-02-02,H002,MED046,Consumption,-12,1404
TRN032950,2025-02-02,H002,MED047,Consumption,-8,2230
TRN032951,2025-02-02,H002,MED048,Consumption,-6,1545
TRN032952,2025-02-02,H002,MED049,Consumption,-14,611
TRN032953,2025-02-02,H002,MED050,Consumption,-13,2032
TRN032954,2025-02-02,H002,MED051,Consumption,-6,2028
TRN032955,2025-02-02,H002,MED052,Consumption,-9,733
TRN032956,2025-02-02,H002,MED053,Consumption,-12,1706
TRN032957,2025-02-02,H002,MED054,Consumption,-12,1709
TRN032958,2025-02-02,H002,MED055,Consumption,-14,2223
TRN032959,2025-02-02,H002,MED056,Consumption,-11,1920
TRN032960,2025-02-02,H002,MED057,Consumption,-8,857
TRN032961,2025-02-02,H002,MED058,Consumption,-15,1904
TRN032962,2025-02-02,H002,MED059,Consumption,-6,1664
TRN032963,2025-02-02,H002,MED060,Consumption,-7,1107
TRN032964,2025-02-02,H002,MED061,Consumption,-25,2713
TRN032965,2025-02-02,H002,MED062,Consumption,-21,2278
TRN032966,2025-02-02,H002,MED063,Consumption,-34,1819
TRN032967,2025-02-02,H002,MED064,Consumption,-17,2658
TRN032968,2025-02-02,H002,MED065,Consumption,-35,3238
TRN032969,2025-02-02,H002,MED066,Consumption,-24,3033
TRN032970,2025-02-02,H002,MED067,Consumption,-15,1369
TRN032971,2025-02-02,H002,MED068,Consumption,-19,2399
TRN032972,2025-02-02,H002,MED069,Consumption,-26,3309
TRN032973,2025-02-02,H002,MED070,Consumption,-29,2536
TRN032974,2025-02-02,H002,MED071,Consumption,-3,180
TRN032975,2025-02-02,H002,MED072,Consumption,-4,100
TRN032976,2025-02-02,H002,MED073,Consumption,-6,1061
TRN032977,2025-02-02,H002,MED074,Consumption,-3,1225
TRN032978,2025-02-02,H002,MED075,Consumption,-4,1918
TRN032979,2025-02-02,H002,MED076,Consumption,-2,1167
TRN032980,2025-02-02,H002,MED077,Consumption,-3,496
TRN032981,2025-02-02,H002,MED078,Consumption,-4,1169
TRN032982,2025-02-02,H002,MED079,Consumption,-3,1294
TRN032983,2025-02-02,H002,MED080,Consumption,-6,1751
TRN032984,2025-02-02,H002,MED081,Consumption,-14,1357
TRN032985,2025-02-02,H002,MED082,Consumption,-10,1851
TRN032986,2025-02-02,H002,MED083,Consumption,-14,1173
TRN032987,2025-02-02,H002,MED084,Consumption,-6,1504
TRN032988,2025-02-02,H002,MED085,Consumption,-15,2452
TRN032989,2025-02-02,H002,MED086,Consumption,-14,2401
TRN032990,2025-02-02,H002,MED087,Consumption,-10,2324
TRN032991,2025-02-02,H002,MED088,Consumption,-12,1418
TRN032992,2025-02-02,H002,MED089,Consumption,-8,1448
TRN032993,2025-02-02,H002,MED090,Consumption,-9,1716
TRN032994,2025-02-02,H002,MED091,Consumption,-1,1230
TRN032995,2025-02-02,H002,MED092,Consumption,-4,316
TRN032996,2025-02-02,H002,MED093,Consumption,-3,1966
TRN032997,2025-02-02,H002,MED094,Consumption,-4,1252
TRN032998,2025-02-02,H002,MED095,Consumption,-2,1571
TRN032999,2025-02-02,H002,MED096,Consumption,-2,1403
TRN033000,2025-02-02,H002,MED097,Consumption,-1,1747
TRN033001,2025-02-02,H002,MED098,Consumption,-3,1286
TRN033002,2025-02-02,H002,MED099,Consumption,-6,333
TRN033003,2025-02-02,H002,MED100,Consumption,-6,1257
TRN033004,2025-02-02,H003,MED001,Consumption,-19,2541
TRN033005,2025-02-02,H003,MED002,Consumption,-16,1134
TRN033006,2025-02-02,H003,MED003,Consumption,-22,2464
TRN033007,2025-02-02,H003,MED004,Consumption,-34,2135
TRN033008,2025-02-02,H003,MED005,Consumption,-31,2318
TRN033009,2025-02-02,H003,MED006,Consumption,-18,2043
TRN033010,2025-02-02,H003,MED007,Consumption,-26,2285
TRN033011,2025-02-02,H003,MED008,Consumption,-20,2231
TRN033012,2025-02-02,H003,MED009,Consumption,-18,1111
TRN033013,2025-02-02,H003,MED010,Consumption,-16,1908
TRN033014,2025-02-02,H003,MED011,Consumption,-31,2081
TRN033015,2025-02-02,H003,MED012,Consumption,-29,2235
TRN033016,2025-02-02,H003,MED013,Consumption,-18,1955
TRN033017,2025-02-02,H003,MED014,Consumption,-18,1631
TRN033018,2025-02-02,H003,MED015,Consumption,-29,937
TRN033019,2025-02-02,H003,MED016,Consumption,-27,1181
TRN033020,2025-02-02,H003,MED017,Consumption,-17,1879
TRN033021,2025-02-02,H003,MED018,Consumption,-24,2176
TRN033022,2025-02-02,H003,MED019,Consumption,-24,1587
TRN033023,2025-02-02,H003,MED020,Consumption,-21,916
TRN033024,2025-02-02,H003,MED021,Consumption,-2,745
TRN033025,2025-02-02,H003,MED022,Consumption,-2,867
TRN033026,2025-02-02,H003,MED023,Consumption,-3,1874
TRN033027,2025-02-02,H003,MED024,Consumption,-18,1414
TRN033028,2025-02-02,H003,MED025,Consumption,-6,816
TRN033029,2025-02-02,H003,MED026,Consumption,-5,1652
TRN033030,2025-02-02,H003,MED027,Consumption,-13,1844
TRN033031,2025-02-02,H003,MED028,Consumption,-9,1999
TRN033032,2025-02-02,H003,MED029,Consumption,-8,1831
TRN033033,2025-02-02,H003,MED030,Consumption,-12,1556
TRN033034,2025-02-02,H003,MED031,Consumption,-6,343
TRN033035,2025-02-02,H003,MED032,Consumption,-14,805
TRN033036,2025-02-02,H003,MED033,Consumption,-11,489
TRN033037,2025-02-02,H003,MED034,Consumption,-7,835
TRN033038,2025-02-02,H003,MED035,Consumption,-8,1634
TRN033039,2025-02-02,H003,MED036,Consumption,-9,1146
TRN033040,2025-02-02,H003,MED037,Consumption,-5,1232
TRN033041,2025-02-02,H003,MED038,Consumption,-12,1661
TRN033042,2025-02-02,H003,MED039,Consumption,-15,1039
TRN033043,2025-02-02,H003,MED040,Consumption,-6,1748
TRN033044,2025-02-02,H003,MED041,Consumption,-5,364
TRN033045,2025-02-02,H003,MED042,Consumption,-10,1774
TRN033046,2025-02-02,H003,MED043,Consumption,-12,1531
TRN033047,2025-02-02,H003,MED044,Consumption,-10,1978
TRN033048,2025-02-02,H003,MED045,Consumption,-7,1891
TRN033049,2025-02-02,H003,MED046,Consumption,-15,1011
TRN033050,2025-02-02,H003,MED047,Consumption,-15,1530
TRN033051,2025-02-02,H003,MED048,Consumption,-6,1268
TRN033052,2025-02-02,H003,MED049,Consumption,-12,1728
TRN033053,2025-02-02,H003,MED050,Consumption,-15,1503
TRN033054,2025-02-02,H003,MED051,Consumption,-7,675
TRN033055,2025-02-02,H003,MED052,Consumption,-10,1061
TRN033056,2025-02-02,H003,MED053,Consumption,-13,1403
TRN033057,2025-02-02,H003,MED054,Consumption,-12,661
TRN033058,2025-02-02,H003,MED055,Consumption,-11,679
TRN033059,2025-02-02,H003,MED056,Consumption,-15,604
TRN033060,2025-02-02,H003,MED057,Consumption,-12,1488
TRN033061,2025-02-02,H003,MED058,Consumption,-10,1880
TRN033062,2025-02-02,H003,MED059,Consumption,-11,1957
TRN033063,2025-02-02,H003,MED060,Consumption,-11,407
TRN033064,2025-02-02,H003,MED061,Consumption,-31,2215
TRN033065,2025-02-02,H003,MED062,Consumption,-15,2134
TRN033066,2025-02-02,H003,MED063,Consumption,-20,904
TRN033067,2025-02-02,H003,MED064,Consumption,-33,1892
TRN033068,2025-02-02,H003,MED065,Consumption,-19,1938
TRN033069,2025-02-02,H003,MED066,Consumption,-31,1979
TRN033070,2025-02-02,H003,MED067,Consumption,-19,1360
TRN033071,2025-02-02,H003,MED068,Consumption,-26,2942
TRN033072,2025-02-02,H003,MED069,Consumption,-22,1687
TRN033073,2025-02-02,H003,MED070,Consumption,-23,1476
TRN033074,2025-02-02,H003,MED071,Consumption,-1,1408
TRN033075,2025-02-02,H003,MED072,Consumption,-2,1188
TRN033076,2025-02-02,H003,MED073,Consumption,-2,1466
TRN033077,2025-02-02,H003,MED074,Consumption,-5,30
TRN033078,2025-02-02,H003,MED075,Consumption,-2,33
TRN033079,2025-02-02,H003,MED076,Consumption,-6,1466
TRN033080,2025-02-02,H003,MED077,Consumption,-2,1848
TRN033081,2025-02-02,H003,MED078,Consumption,-4,735
TRN033082,2025-02-02,H003,MED079,Consumption,-6,357
TRN033083,2025-02-02,H003,MED080,Consumption,-1,1745
TRN033084,2025-02-02,H003,MED081,Consumption,-12,2376
TRN033085,2025-02-02,H003,MED082,Consumption,-12,1362
TRN033086,2025-02-02,H003,MED083,Consumption,-14,2002
TRN033087,2025-02-02,H003,MED084,Consumption,-12,1297
TRN033088,2025-02-02,H003,MED085,Consumption,-13,1780
TRN033089,2025-02-02,H003,MED086,Consumption,-7,1227
TRN033090,2025-02-02,H003,MED087,Consumption,-9,950
TRN033091,2025-02-02,H003,MED088,Consumption,-12,1710
TRN033092,2025-02-02,H003,MED089,Consumption,-8,2033
TRN033093,2025-02-02,H003,MED090,Consumption,-15,1899
TRN033094,2025-02-02,H003,MED091,Consumption,-3,1260
TRN033095,2025-02-02,H003,MED092,Consumption,-1,1027
TRN033096,2025-02-02,H003,MED093,Consumption,-3,991
TRN033097,2025-02-02,H003,MED094,Consumption,-6,1031
TRN033098,2025-02-02,H003,MED095,Consumption,-1,1301
TRN033099,2025-02-02,H003,MED096,Consumption,-4,1117
TRN033100,2025-02-02,H003,MED097,Consumption,-3,112
TRN033101,2025-02-02,H003,MED098,Consumption,-1,1328
TRN033102,2025-02-02,H003,MED099,Consumption,-1,1187
TRN033103,2025-02-02,H003,MED100,Consumption,-3,1467
TRN033104,2025-02-02,H004,MED001,Consumption,-28,1983
TRN033105,2025-02-02,H004,MED002,Consumption,-28,1079
TRN033106,2025-02-02,H004,MED003,Consumption,-19,2143
TRN033107,2025-02-02,H004,MED004,Consumption,-32,1423
TRN033108,2025-02-02,H004,MED005,Consumption,-35,2587
TRN033109,2025-02-02,H004,MED006,Consumption,-23,1657
TRN033110,2025-02-02,H004,MED007,Consumption,-26,2337
TRN033111,2025-02-02,H004,MED008,Consumption,-28,2097
TRN033112,2025-02-02,H004,MED009,Consumption,-18,1526
TRN033113,2025-02-02,H004,MED010,Consumption,-15,2106
TRN033114,2025-02-02,H004,MED011,Consumption,-28,2426
TRN033115,2025-02-02,H004,MED012,Consumption,-30,1477
TRN033116,2025-02-02,H004,MED013,Consumption,-17,1121
TRN033117,2025-02-02,H004,MED014,Consumption,-23,1971
TRN033118,2025-02-02,H004,MED015,Consumption,-26,2126
TRN033119,2025-02-02,H004,MED016,Consumption,-29,1531
TRN033120,2025-02-02,H004,MED017,Consumption,-33,1826
TRN033121,2025-02-02,H004,MED018,Consumption,-29,2184
TRN033122,2025-02-02,H004,MED019,Consumption,-20,1338
TRN033123,2025-02-02,H004,MED020,Consumption,-28,1676
TRN033124,2025-02-02,H004,MED021,Consumption,-4,1205
TRN033125,2025-02-02,H004,MED022,Consumption,-3,445
TRN033126,2025-02-02,H004,MED023,Consumption,-5,468
TRN033127,2025-02-02,H004,MED024,Consumption,-26,2279
TRN033128,2025-02-02,H004,MED025,Consumption,-6,1413
TRN033129,2025-02-02,H004,MED026,Consumption,-7,1236
TRN033130,2025-02-02,H004,MED027,Consumption,-5,1827
TRN033131,2025-02-02,H004,MED028,Consumption,-9,343
TRN033132,2025-02-02,H004,MED029,Consumption,-5,1602
TRN033133,2025-02-02,H004,MED030,Consumption,-15,1687
TRN033134,2025-02-02,H004,MED031,Consumption,-13,351
TRN033135,2025-02-02,H004,MED032,Consumption,-9,1136
TRN033136,2025-02-02,H004,MED033,Consumption,-7,1517
TRN033137,2025-02-02,H004,MED034,Consumption,-10,1192
TRN033138,2025-02-02,H004,MED035,Consumption,-11,1754
TRN033139,2025-02-02,H004,MED036,Consumption,-8,1464
TRN033140,2025-02-02,H004,MED037,Consumption,-13,1698
TRN033141,2025-02-02,H004,MED038,Consumption,-11,1945
TRN033142,2025-02-02,H004,MED039,Consumption,-5,2206
TRN033143,2025-02-02,H004,MED040,Consumption,-6,372
TRN033144,2025-02-02,H004,MED041,Consumption,-12,1502
TRN033145,2025-02-02,H004,MED042,Consumption,-6,2006
TRN033146,2025-02-02,H004,MED043,Consumption,-7,1232
TRN033147,2025-02-02,H004,MED044,Consumption,-6,566
TRN033148,2025-02-02,H004,MED045,Consumption,-12,921
TRN033149,2025-02-02,H004,MED046,Consumption,-15,2171
TRN033150,2025-02-02,H004,MED047,Consumption,-9,1108
TRN033151,2025-02-02,H004,MED048,Consumption,-13,429
TRN033152,2025-02-02,H004,MED049,Consumption,-14,1582
TRN033153,2025-02-02,H004,MED050,Consumption,-5,802
TRN033154,2025-02-02,H004,MED051,Consumption,-11,2046
TRN033155,2025-02-02,H004,MED052,Consumption,-5,1299
TRN033156,2025-02-02,H004,MED053,Consumption,-14,538
TRN033157,2025-02-02,H004,MED054,Consumption,-8,1827
TRN033158,2025-02-02,H004,MED055,Consumption,-8,1572
TRN033159,2025-02-02,H004,MED056,Consumption,-5,371
TRN033160,2025-02-02,H004,MED057,Consumption,-9,357
TRN033161,2025-02-02,H004,MED058,Consumption,-10,520
TRN033162,2025-02-02,H004,MED059,Consumption,-8,1297
TRN033163,2025-02-02,H004,MED060,Consumption,-10,725
TRN033164,2025-02-02,H004,MED061,Consumption,-16,1708
TRN033165,2025-02-02,H004,MED062,Consumption,-19,1259
TRN033166,2025-02-02,H004,MED063,Consumption,-15,1030
TRN033167,2025-02-02,H004,MED064,Consumption,-34,2231
TRN033168,2025-02-02,H004,MED065,Consumption,-29,2233
TRN033169,2025-02-02,H004,MED066,Consumption,-22,2234
TRN033170,2025-02-02,H004,MED067,Consumption,-17,2199
TRN033171,2025-02-02,H004,MED068,Consumption,-18,2349
TRN033172,2025-02-02,H004,MED069,Consumption,-31,1828
TRN033173,2025-02-02,H004,MED070,Consumption,-30,2394
TRN033174,2025-02-02,H004,MED071,Consumption,-3,1469
TRN033175,2025-02-02,H004,MED072,Consumption,-6,806
TRN033176,2025-02-02,H004,MED073,Consumption,-1,995
TRN033177,2025-02-02,H004,MED074,Consumption,-2,1309
TRN033178,2025-02-02,H004,MED075,Consumption,-5,1134
TRN033179,2025-02-02,H004,MED076,Consumption,-3,918
TRN033180,2025-02-02,H004,MED077,Consumption,-5,1839
TRN033181,2025-02-02,H004,MED078,Consumption,-1,886
TRN033182,2025-02-02,H004,MED079,Consumption,-3,873
TRN033183,2025-02-02,H004,MED080,Consumption,-6,1535
TRN033184,2025-02-02,H004,MED081,Consumption,-10,841
TRN033185,2025-02-02,H004,MED082,Consumption,-10,1520
TRN033186,2025-02-02,H004,MED083,Consumption,-15,1673
TRN033187,2025-02-02,H004,MED084,Consumption,-5,1603
TRN033188,2025-02-02,H004,MED085,Consumption,-15,1107
TRN033189,2025-02-02,H004,MED086,Consumption,-13,2050
TRN033190,2025-02-02,H004,MED087,Consumption,-13,1593
TRN033191,2025-02-02,H004,MED088,Consumption,-6,1624
TRN033192,2025-02-02,H004,MED089,Consumption,-13,1823
TRN033193,2025-02-02,H004,MED090,Consumption,-12,2275
TRN033194,2025-02-02,H004,MED091,Consumption,-6,1609
TRN033195,2025-02-02,H004,MED092,Consumption,-6,1856
TRN033196,2025-02-02,H004,MED093,Consumption,-3,851
TRN033197,2025-02-02,H004,MED094,Consumption,-5,1153
TRN033198,2025-02-02,H004,MED095,Consumption,-3,359
TRN033199,2025-02-02,H004,MED096,Consumption,-2,864
TRN033200,2025-02-02,H004,MED097,Consumption,-2,729
TRN033201,2025-02-02,H004,MED098,Consumption,-2,841
TRN033202,2025-02-02,H004,MED099,Consumption,-2,1475
TRN033203,2025-02-02,H004,MED100,Consumption,-6,205
TRN033204,2025-02-02,H005,MED001,Consumption,-22,1905
TRN033205,2025-02-02,H005,MED002,Consumption,-33,2201
TRN033206,2025-02-02,H005,MED003,Consumption,-34,1362
TRN033207,2025-02-02,H005,MED004,Consumption,-32,1943
TRN033208,2025-02-02,H005,MED005,Consumption,-25,1625
TRN033209,2025-02-02,H005,MED006,Consumption,-34,2331
TRN033210,2025-02-02,H005,MED007,Consumption,-18,2808
TRN033211,2025-02-02,H005,MED008,Consumption,-33,1677
TRN033212,2025-02-02,H005,MED009,Consumption,-34,1863
TRN033213,2025-02-02,H005,MED010,Consumption,-27,1527
TRN033214,2025-02-02,H005,MED011,Consumption,-33,1867
TRN033215,2025-02-02,H005,MED012,Consumption,-24,1550
TRN033216,2025-02-02,H005,MED013,Consumption,-21,696
TRN033217,2025-02-02,H005,MED014,Consumption,-23,835
TRN033218,2025-02-02,H005,MED015,Consumption,-27,1237
TRN033219,2025-02-02,H005,MED016,Consumption,-16,1440
TRN033220,2025-02-02,H005,MED017,Consumption,-19,1310
TRN033221,2025-02-02,H005,MED018,Consumption,-18,391
TRN033222,2025-02-02,H005,MED019,Consumption,-29,2750
TRN033223,2025-02-02,H005,MED020,Consumption,-35,1216
TRN033224,2025-02-02,H005,MED021,Consumption,-3,1604
TRN033225,2025-02-02,H005,MED022,Consumption,-1,1288
TRN033226,2025-02-02,H005,MED023,Consumption,-2,1320
TRN033227,2025-02-02,H005,MED024,Consumption,-17,1433
TRN033228,2025-02-02,H005,MED025,Consumption,-2,643
TRN033229,2025-02-02,H005,MED026,Consumption,-12,1678
TRN033230,2025-02-02,H005,MED027,Consumption,-11,918
TRN033231,2025-02-02,H005,MED028,Consumption,-9,1814
TRN033232,2025-02-02,H005,MED029,Consumption,-13,859
TRN033233,2025-02-02,H005,MED030,Consumption,-14,1663
TRN033234,2025-02-02,H005,MED031,Consumption,-8,816
TRN033235,2025-02-02,H005,MED032,Consumption,-15,616
TRN033236,2025-02-02,H005,MED033,Consumption,-15,298
TRN033237,2025-02-02,H005,MED034,Consumption,-14,1975
TRN033238,2025-02-02,H005,MED035,Consumption,-5,1153
TRN033239,2025-02-02,H005,MED036,Consumption,-7,469
TRN033240,2025-02-02,H005,MED037,Consumption,-12,1506
TRN033241,2025-02-02,H005,MED038,Consumption,-13,1316
TRN033242,2025-02-02,H005,MED039,Consumption,-9,1651
TRN033243,2025-02-02,H005,MED040,Consumption,-5,1693
TRN033244,2025-02-02,H005,MED041,Consumption,-11,1245
TRN033245,2025-02-02,H005,MED042,Consumption,-10,1230
TRN033246,2025-02-02,H005,MED043,Consumption,-11,1682
TRN033247,2025-02-02,H005,MED044,Consumption,-15,1312
TRN033248,2025-02-02,H005,MED045,Consumption,-6,1909
TRN033249,2025-02-02,H005,MED046,Consumption,-9,805
TRN033250,2025-02-02,H005,MED047,Consumption,-8,1346
TRN033251,2025-02-02,H005,MED048,Consumption,-8,1890
TRN033252,2025-02-02,H005,MED049,Consumption,-10,1227
TRN033253,2025-02-02,H005,MED050,Consumption,-7,864
TRN033254,2025-02-02,H005,MED051,Consumption,-6,489
TRN033255,2025-02-02,H005,MED052,Consumption,-8,1121
TRN033256,2025-02-02,H005,MED053,Consumption,-8,1872
TRN033257,2025-02-02,H005,MED054,Consumption,-12,644
TRN033258,2025-02-02,H005,MED055,Consumption,-7,1649
TRN033259,2025-02-02,H005,MED056,Consumption,-5,1984
TRN033260,2025-02-02,H005,MED057,Consumption,-10,1688
TRN033261,2025-02-02,H005,MED058,Consumption,-10,1218
TRN033262,2025-02-02,H005,MED059,Consumption,-15,1339
TRN033263,2025-02-02,H005,MED060,Consumption,-6,1287
TRN033264,2025-02-02,H005,MED061,Consumption,-19,1526
TRN033265,2025-02-02,H005,MED062,Consumption,-21,2907
TRN033266,2025-02-02,H005,MED063,Consumption,-18,2321
TRN033267,2025-02-02,H005,MED064,Consumption,-35,2229
TRN033268,2025-02-02,H005,MED065,Consumption,-27,1789
TRN033269,2025-02-02,H005,MED066,Consumption,-35,1909
TRN033270,2025-02-02,H005,MED067,Consumption,-22,1906
TRN033271,2025-02-02,H005,MED068,Consumption,-20,2454
TRN033272,2025-02-02,H005,MED069,Consumption,-20,2588
TRN033273,2025-02-02,H005,MED070,Consumption,-32,2595
TRN033274,2025-02-02,H005,MED071,Consumption,-1,636
TRN033275,2025-02-02,H005,MED072,Consumption,-2,1259
TRN033276,2025-02-02,H005,MED073,Consumption,-1,126
TRN033277,2025-02-02,H005,MED074,Consumption,-4,1844
TRN033278,2025-02-02,H005,MED075,Consumption,-4,1612
TRN033279,2025-02-02,H005,MED076,Consumption,-4,414
TRN033280,2025-02-02,H005,MED077,Consumption,-2,1650
TRN033281,2025-02-02,H005,MED078,Consumption,-2,295
TRN033282,2025-02-02,H005,MED079,Consumption,-4,664
TRN033283,2025-02-02,H005,MED080,Consumption,-2,320
TRN033284,2025-02-02,H005,MED081,Consumption,-15,1546
TRN033285,2025-02-02,H005,MED082,Consumption,-15,2135
TRN033286,2025-02-02,H005,MED083,Consumption,-11,1655
TRN033287,2025-02-02,H005,MED084,Consumption,-6,1951
TRN033288,2025-02-02,H005,MED085,Consumption,-11,1962
TRN033289,2025-02-02,H005,MED086,Consumption,-14,1400
TRN033290,2025-02-02,H005,MED087,Consumption,-15,1219
TRN033291,2025-02-02,H005,MED088,Consumption,-13,1640
TRN033292,2025-02-02,H005,MED089,Consumption,-15,1450
TRN033293,2025-02-02,H005,MED090,Consumption,-14,1352
TRN033294,2025-02-02,H005,MED091,Consumption,-5,147
TRN033295,2025-02-02,H005,MED092,Consumption,-6,801
TRN033296,2025-02-02,H005,MED093,Consumption,-5,1500
TRN033297,2025-02-02,H005,MED094,Consumption,-6,108
TRN033298,2025-02-02,H005,MED095,Consumption,-2,1344
TRN033299,2025-02-02,H005,MED096,Consumption,-2,1199
TRN033300,2025-02-02,H005,MED097,Consumption,-4,1560
TRN033301,2025-02-02,H005,MED098,Consumption,-6,1874
TRN033302,2025-02-02,H005,MED099,Consumption,-5,1589
TRN033303,2025-02-02,H005,MED100,Consumption,-6,1596
TRN033304,2025-02-02,H006,MED001,Consumption,-23,1138
TRN033305,2025-02-02,H006,MED002,Consumption,-32,1644
TRN033306,2025-02-02,H006,MED003,Consumption,-27,2162
TRN033307,2025-02-02,H006,MED004,Consumption,-31,1604
TRN033308,2025-02-02,H006,MED005,Consumption,-19,1824
TRN033309,2025-02-02,H006,MED006,Consumption,-34,2325
TRN033310,2025-02-02,H006,MED007,Consumption,-31,1302
TRN033311,2025-02-02,H006,MED008,Consumption,-29,2162
TRN033312,2025-02-02,H006,MED009,Consumption,-35,2229
TRN033313,2025-02-02,H006,MED010,Consumption,-24,1780
TRN033314,2025-02-02,H006,MED011,Consumption,-18,1266
TRN033315,2025-02-02,H006,MED012,Consumption,-16,1214
TRN033316,2025-02-02,H006,MED013,Consumption,-21,1874
TRN033317,2025-02-02,H006,MED014,Consumption,-28,2535
TRN033318,2025-02-02,H006,MED015,Consumption,-17,688
TRN033319,2025-02-02,H006,MED016,Consumption,-29,2593
TRN033320,2025-02-02,H006,MED017,Consumption,-23,870
