"LineID,OrderID,ProductID,OrderedQty,UnitPrice,LineTotal,Status"
"LINE001046,PO00206,MED075,334,301,100534,Delivered"
"LINE001047,PO00206,MED077,329,387,127323,Delivered"
"LINE001048,PO00206,MED100,293,330,96690,Delivered"
"LINE001049,PO00207,MED015,2235,423,945405,Delivered"
"LINE001050,PO00207,MED026,878,610,535580,Delivered"
"LINE001051,PO00207,MED032,870,749,651630,Delivered"
"LINE001052,PO00207,MED039,916,349,319684,Delivered"
"LINE001053,PO00207,MED043,893,50,44650,Delivered"
"LINE001054,PO00207,MED059,875,41,35875,Delivered"
"LINE001055,PO00208,MED016,2204,493,1086572,Delivered"
"LINE001056,PO00208,MED018,2207,465,1026255,Delivered"
"LINE001057,PO00208,MED098,325,388,126100,Delivered"
"LINE001058,PO00209,MED019,2332,271,631972,Delivered"
"LINE001059,PO00209,MED027,899,524,471076,Delivered"
"LINE001060,PO00209,MED031,934,525,490350,Delivered"
"LINE001061,PO00209,MED034,853,736,627808,Delivered"
"LINE001062,PO00209,MED036,908,393,356844,Delivered"
"LINE001063,PO00209,MED071,323,319,103037,Delivered"
"LINE001064,PO00209,MED074,315,511,160965,Delivered"
"LINE001065,PO00209,MED092,324,847,274428,Delivered"
"LINE001066,PO00209,MED094,322,1362,438564,Delivered"
"LINE001067,PO00210,MED022,276,393,108468,Delivered"
"LINE001068,PO00210,MED029,932,560,521920,Delivered"
"LINE001069,PO00210,MED033,926,239,221314,Delivered"
"LINE001070,PO00210,MED076,304,345,104880,Delivered"
"LINE001071,PO00210,MED093,310,1286,398660,Delivered"
"LINE001072,PO00211,MED030,858,731,627198,Delivered"
"LINE001073,PO00211,MED054,878,303,266034,Delivered"
"LINE001074,PO00211,MED060,901,93,83793,Delivered"
"LINE001075,PO00211,MED080,282,237,66834,Delivered"
"LINE001076,PO00212,MED035,869,612,531828,Delivered"
"LINE001077,PO00212,MED044,877,358,313966,Delivered"
"LINE001078,PO00212,MED048,913,345,314985,Delivered"
"LINE001079,PO00212,MED049,870,43,37410,Delivered"
"LINE001080,PO00212,MED095,293,792,232056,Delivered"
"LINE001081,PO00212,MED097,319,518,165242,Delivered"
"LINE001082,PO00213,MED040,890,160,142400,Delivered"
"LINE001083,PO00213,MED051,904,304,274816,Delivered"
"LINE001084,PO00213,MED055,895,74,66230,Delivered"
"LINE001085,PO00213,MED072,318,320,101760,Delivered"
"LINE001086,PO00214,MED041,904,336,303744,Delivered"
"LINE001087,PO00214,MED045,929,196,182084,Delivered"
"LINE001088,PO00214,MED047,884,118,104312,Delivered"
"LINE001089,PO00214,MED050,909,271,246339,Delivered"
"LINE001090,PO00214,MED052,908,92,83536,Delivered"
"LINE001091,PO00214,MED073,334,505,168670,Delivered"
"LINE001092,PO00214,MED099,301,478,143878,Delivered"
"LINE001093,PO00215,MED064,2351,82,192782,Delivered"
"LINE001094,PO00215,MED086,887,89,78943,Delivered"
"LINE001095,PO00215,MED087,824,113,93112,Delivered"
"LINE001096,PO00215,MED090,914,112,102368,Delivered"
"LINE001097,PO00216,MED066,2229,109,242961,Delivered"
"LINE001098,PO00216,MED085,909,69,62721,Delivered"
"LINE001099,PO00217,MED070,2148,81,173988,Delivered"
"LINE001100,PO00217,MED083,832,181,150592,Delivered"
"LINE001101,PO00218,MED001,2233,43,96019,Delivered"
"LINE001102,PO00218,MED004,2285,35,79975,Delivered"
"LINE001103,PO00219,MED002,2161,29,62669,Delivered"
"LINE001104,PO00219,MED006,2299,37,85063,Delivered"
"LINE001105,PO00219,MED009,2195,38,83410,Delivered"
"LINE001106,PO00219,MED010,2140,38,81320,Delivered"
"LINE001107,PO00219,MED084,824,39,32136,Delivered"
"LINE001108,PO00219,MED085,866,69,59754,Delivered"
"LINE001109,PO00220,MED003,2266,22,49852,Delivered"
"LINE001110,PO00220,MED007,2162,25,54050,Delivered"
"LINE001111,PO00220,MED061,2274,23,52302,Delivered"
"LINE001112,PO00220,MED066,2311,109,251899,Delivered"
"LINE001113,PO00220,MED070,2317,81,187677,Delivered"
"LINE001114,PO00220,MED082,889,65,57785,Delivered"
"LINE001115,PO00220,MED088,867,95,82365,Delivered"
"LINE001116,PO00220,MED090,855,112,95760,Delivered"
"LINE001117,PO00221,MED005,2252,33,74316,Delivered"
"LINE001118,PO00221,MED067,2137,63,134631,Delivered"
"LINE001119,PO00222,MED008,2173,25,54325,Delivered"
"LINE001120,PO00222,MED062,2139,73,156147,Delivered"
"LINE001121,PO00222,MED069,2301,93,213993,Delivered"
"LINE001122,PO00223,MED011,2293,210,481530,Delivered"
"LINE001123,PO00223,MED037,923,84,77532,Delivered"
"LINE001124,PO00223,MED039,912,349,318288,Delivered"
"LINE001125,PO00223,MED046,913,303,276639,Delivered"
"LINE001126,PO00223,MED059,883,41,36203,Delivered"
"LINE001127,PO00223,MED072,318,320,101760,Delivered"
"LINE001128,PO00223,MED075,352,301,105952,Delivered"
"LINE001129,PO00223,MED095,343,792,271656,Delivered"
"LINE001130,PO00224,MED012,2262,229,517998,Delivered"
"LINE001131,PO00224,MED019,2358,271,639018,Delivered"
"LINE001132,PO00224,MED029,924,560,517440,Delivered"
"LINE001133,PO00224,MED030,909,731,664479,Delivered"
"LINE001134,PO00224,MED036,926,393,363918,Delivered"
"LINE001135,PO00224,MED044,918,358,328644,Delivered"
"LINE001136,PO00225,MED013,2183,388,847004,Delivered"
"LINE001137,PO00225,MED014,2046,337,689502,Delivered"
"LINE001138,PO00225,MED043,938,50,46900,Delivered"
"LINE001139,PO00225,MED049,872,43,37496,Delivered"
"LINE001140,PO00225,MED073,338,505,170690,Delivered"
"LINE001141,PO00226,MED015,2162,423,914526,Delivered"
"LINE001142,PO00226,MED045,873,196,171108,Delivered"
"LINE001143,PO00226,MED047,917,118,108206,Delivered"
"LINE001144,PO00226,MED060,915,93,85095,Delivered"
"LINE001145,PO00226,MED078,343,102,34986,Delivered"
"LINE001146,PO00227,MED016,2184,493,1076712,Delivered"
"LINE001147,PO00227,MED031,909,525,477225,Delivered"
"LINE001148,PO00227,MED033,918,239,219402,Delivered"
"LINE001149,PO00227,MED040,938,160,150080,Delivered"
"LINE001150,PO00227,MED054,913,303,276639,Delivered"
"LINE001151,PO00227,MED058,875,89,77875,Delivered"
"LINE001152,PO00227,MED091,305,1352,412360,Delivered"
"LINE001153,PO00227,MED092,315,847,266805,Delivered"
"LINE001154,PO00228,MED017,2199,373,820227,Delivered"
"LINE001155,PO00228,MED022,316,393,124188,Delivered"
"LINE001156,PO00228,MED025,301,315,94815,Delivered"
"LINE001157,PO00228,MED026,909,610,554490,Delivered"
"LINE001158,PO00228,MED027,890,524,466360,Delivered"
"LINE001159,PO00228,MED028,938,108,101304,Delivered"
"LINE001160,PO00228,MED034,910,736,669760,Delivered"
"LINE001161,PO00228,MED041,908,336,305088,Delivered"
"LINE001162,PO00228,MED077,314,387,121518,Delivered"
"LINE001163,PO00228,MED094,322,1362,438564,Delivered"
"LINE001164,PO00228,MED097,315,518,163170,Delivered"
"LINE001165,PO00229,MED018,2311,465,1074615,Delivered"
"LINE001166,PO00229,MED042,954,164,156456,Delivered"
"LINE001167,PO00229,MED093,302,1286,388372,Delivered"
"LINE001168,PO00230,MED020,2325,356,827700,Delivered"
"LINE001169,PO00230,MED038,922,273,251706,Delivered"
"LINE001170,PO00230,MED048,902,345,311190,Delivered"
"LINE001171,PO00230,MED051,889,304,270256,Delivered"
"LINE001172,PO00230,MED055,910,74,67340,Delivered"
"LINE001173,PO00230,MED074,308,511,157388,Delivered"
"LINE001174,PO00230,MED099,312,478,149136,Delivered"
"LINE001175,PO00231,MED021,306,240,73440,Delivered"
"LINE001176,PO00231,MED024,2450,332,813400,Delivered"
"LINE001177,PO00231,MED052,890,92,81880,Delivered"
"LINE001178,PO00231,MED057,882,120,105840,Delivered"
"LINE001179,PO00231,MED079,320,266,85120,Delivered"
"LINE001180,PO00232,MED023,308,101,31108,Delivered"
"LINE001181,PO00232,MED035,879,612,537948,Delivered"
"LINE001182,PO00232,MED050,891,271,241461,Delivered"
"LINE001183,PO00232,MED076,310,345,106950,Delivered"
"LINE001184,PO00232,MED080,329,237,77973,Delivered"
"LINE001185,PO00232,MED096,322,491,158102,Delivered"
"LINE001186,PO00232,MED100,322,330,106260,Delivered"
"LINE001187,PO00233,MED032,873,749,653877,Delivered"
"LINE001188,PO00233,MED053,883,131,115673,Delivered"
"LINE001189,PO00233,MED056,889,245,217805,Delivered"
"LINE001190,PO00233,MED071,322,319,102718,Delivered"
"LINE001191,PO00233,MED098,324,388,125712,Delivered"
"LINE001192,PO00234,MED063,2295,112,257040,Delivered"
"LINE001193,PO00234,MED064,2245,82,184090,Delivered"
"LINE001194,PO00235,MED065,2240,37,82880,Delivered"
"LINE001195,PO00235,MED089,919,33,30327,Delivered"
"LINE001196,PO00236,MED068,2288,53,121264,Delivered"
"LINE001197,PO00236,MED081,878,148,129944,Delivered"
"LINE001198,PO00236,MED083,874,181,158194,Delivered"
"LINE001199,PO00236,MED087,858,113,96954,Delivered"
"LINE001200,PO00237,MED086,885,89,78765,Delivered"
"LINE001201,PO00238,MED001,2201,43,94643,Delivered"
"LINE001202,PO00238,MED005,2305,33,76065,Delivered"
"LINE001203,PO00239,MED002,1902,29,55158,Delivered"
"LINE001204,PO00239,MED007,2303,25,57575,Delivered"
"LINE001205,PO00239,MED061,2256,23,51888,Delivered"
"LINE001206,PO00239,MED083,841,181,152221,Delivered"
"LINE001207,PO00239,MED088,861,95,81795,Delivered"
"LINE001208,PO00240,MED003,2249,22,49478,Delivered"
"LINE001209,PO00240,MED064,2262,82,185484,Delivered"
"LINE001210,PO00240,MED065,2236,37,82732,Delivered"
"LINE001211,PO00240,MED068,2187,53,115911,Delivered"
"LINE001212,PO00241,MED004,2216,35,77560,Delivered"
"LINE001213,PO00241,MED010,2195,38,83410,Delivered"
"LINE001214,PO00241,MED062,2176,73,158848,Delivered"
"LINE001215,PO00241,MED067,2171,63,136773,Delivered"
"LINE001216,PO00241,MED070,2258,81,182898,Delivered"
"LINE001217,PO00241,MED081,862,148,127576,Delivered"
"LINE001218,PO00241,MED086,916,89,81524,Delivered"
"LINE001219,PO00242,MED006,2317,37,85729,Delivered"
"LINE001220,PO00242,MED009,1865,38,70870,Delivered"
"LINE001221,PO00242,MED063,1777,112,199024,Delivered"
"LINE001222,PO00242,MED085,908,69,62652,Delivered"
"LINE001223,PO00242,MED089,953,33,31449,Delivered"
"LINE001224,PO00243,MED008,2225,25,55625,Delivered"
"LINE001225,PO00243,MED082,881,65,57265,Delivered"
"LINE001226,PO00244,MED011,2328,210,488880,Delivered"
"LINE001227,PO00244,MED012,2261,229,517769,Delivered"
"LINE001228,PO00244,MED016,2236,493,1102348,Delivered"
"LINE001229,PO00244,MED017,2183,373,814259,Delivered"
"LINE001230,PO00244,MED022,312,393,122616,Delivered"
"LINE001231,PO00244,MED032,867,749,649383,Delivered"
"LINE001232,PO00244,MED056,862,245,211190,Delivered"
"LINE001233,PO00244,MED059,901,41,36941,Delivered"
"LINE001234,PO00244,MED073,321,505,162105,Delivered"
"LINE001235,PO00244,MED092,287,847,243089,Delivered"
"LINE001236,PO00245,MED013,2155,388,836140,Delivered"
"LINE001237,PO00245,MED015,2226,423,941598,Delivered"
"LINE001238,PO00245,MED044,920,358,329360,Delivered"
"LINE001239,PO00245,MED045,945,196,185220,Delivered"
"LINE001240,PO00245,MED047,897,118,105846,Delivered"
"LINE001241,PO00245,MED048,906,345,312570,Delivered"
"LINE001242,PO00246,MED014,2305,337,776785,Delivered"
"LINE001243,PO00246,MED076,325,345,112125,Delivered"
"LINE001244,PO00246,MED098,333,388,129204,Delivered"
"LINE001245,PO00246,MED099,298,478,142444,Delivered"
"LINE001246,PO00247,MED018,2311,465,1074615,Delivered"
"LINE001247,PO00247,MED036,830,393,326190,Delivered"
"LINE001248,PO00247,MED049,857,43,36851,Delivered"
"LINE001249,PO00247,MED097,336,518,174048,Delivered"
"LINE001250,PO00248,MED019,2251,271,610021,Delivered"
"LINE001251,PO00248,MED035,914,612,559368,Delivered"
"LINE001252,PO00248,MED038,929,273,253617,Delivered"
"LINE001253,PO00248,MED039,856,349,298744,Delivered"
"LINE001254,PO00248,MED040,879,160,140640,Delivered"
"LINE001255,PO00248,MED042,946,164,155144,Delivered"
"LINE001256,PO00248,MED050,963,271,260973,Delivered"
"LINE001257,PO00248,MED051,866,304,263264,Delivered"
"LINE001258,PO00248,MED053,902,131,118162,Delivered"
"LINE001259,PO00248,MED057,840,120,100800,Delivered"
"LINE001260,PO00248,MED075,321,301,96621,Delivered"
"LINE001261,PO00248,MED095,294,792,232848,Delivered"
"LINE001262,PO00249,MED020,2236,356,796016,Delivered"
"LINE001263,PO00249,MED021,337,240,80880,Delivered"
"LINE001264,PO00249,MED023,298,101,30098,Delivered"
"LINE001265,PO00249,MED030,865,731,632315,Delivered"
"LINE001266,PO00249,MED034,889,736,654304,Delivered"
"LINE001267,PO00249,MED060,907,93,84351,Delivered"
"LINE001268,PO00249,MED074,337,511,172207,Delivered"
"LINE001269,PO00249,MED079,313,266,83258,Delivered"
"LINE001270,PO00250,MED024,2201,332,730732,Delivered"
"LINE001271,PO00250,MED026,897,610,547170,Delivered"
"LINE001272,PO00250,MED027,898,524,470552,Delivered"
"LINE001273,PO00250,MED054,881,303,266943,Delivered"
"LINE001274,PO00250,MED055,943,74,69782,Delivered"
"LINE001275,PO00250,MED093,317,1286,407662,Delivered"
"LINE001276,PO00251,MED025,313,315,98595,Delivered"
"LINE001277,PO00251,MED029,918,560,514080,Delivered"
"LINE001278,PO00251,MED033,902,239,215578,Delivered"
"LINE001279,PO00251,MED037,899,84,75516,Delivered"
"LINE001280,PO00251,MED046,901,303,273003,Delivered"
"LINE001281,PO00251,MED077,353,387,136611,Delivered"
"LINE001282,PO00251,MED096,279,491,136989,Delivered"
"LINE001283,PO00252,MED028,912,108,98496,Delivered"
"LINE001284,PO00252,MED043,903,50,45150,Delivered"
"LINE001285,PO00252,MED072,319,320,102080,Delivered"
"LINE001286,PO00252,MED080,350,237,82950,Delivered"
"LINE001287,PO00252,MED094,290,1362,394980,Delivered"
"LINE001288,PO00253,MED031,901,525,473025,Delivered"
"LINE001289,PO00253,MED041,879,336,295344,Delivered"
"LINE001290,PO00253,MED058,881,89,78409,Delivered"
"LINE001291,PO00254,MED052,880,92,80960,Delivered"
"LINE001292,PO00254,MED071,330,319,105270,Delivered"
"LINE001293,PO00254,MED078,320,102,32640,Delivered"
"LINE001294,PO00254,MED091,304,1352,411008,Delivered"
"LINE001295,PO00254,MED100,297,330,98010,Delivered"
"LINE001296,PO00255,MED066,2336,109,254624,Delivered"
"LINE001297,PO00255,MED087,867,113,97971,Delivered"
"LINE001298,PO00256,MED069,2168,93,201624,Delivered"
"LINE001299,PO00256,MED084,850,39,33150,Delivered"
"LINE001300,PO00257,MED090,898,112,100576,Delivered"
"LINE001301,PO00258,MED001,2255,43,96965,Delivered"
"LINE001302,PO00258,MED063,1749,112,195888,Delivered"
"LINE001303,PO00258,MED065,2214,37,81918,Delivered"
"LINE001304,PO00258,MED069,2300,93,213900,Delivered"
"LINE001305,PO00259,MED002,1870,29,54230,Delivered"
"LINE001306,PO00259,MED005,2255,33,74415,Delivered"
"LINE001307,PO00259,MED008,2225,25,55625,Delivered"
"LINE001308,PO00259,MED087,886,113,100118,Delivered"
"LINE001309,PO00260,MED003,2271,22,49962,Delivered"
"LINE001310,PO00260,MED007,2167,25,54175,Delivered"
"LINE001311,PO00260,MED009,2290,38,87020,Delivered"
"LINE001312,PO00260,MED084,855,39,33345,Delivered"
"LINE001313,PO00260,MED085,882,69,60858,Delivered"
"LINE001314,PO00260,MED088,883,95,83885,Delivered"
"LINE001315,PO00260,MED090,897,112,100464,Delivered"
"LINE001316,PO00261,MED004,2239,35,78365,Delivered"
"LINE001317,PO00261,MED089,869,33,28677,Delivered"
"LINE001318,PO00262,MED006,2250,37,83250,Delivered"
"LINE001319,PO00262,MED062,2096,73,153008,Delivered"
"LINE001320,PO00262,MED064,2351,82,192782,Delivered"
"LINE001321,PO00262,MED067,2144,63,135072,Delivered"
"LINE001322,PO00262,MED082,883,65,57395,Delivered"
"LINE001323,PO00262,MED086,942,89,83838,Delivered"
"LINE001324,PO00263,MED010,2211,38,84018,Delivered"
"LINE001325,PO00264,MED011,2221,210,466410,Delivered"
"LINE001326,PO00264,MED036,901,393,354093,Delivered"
"LINE001327,PO00264,MED041,912,336,306432,Delivered"
"LINE001328,PO00264,MED056,886,245,217070,Delivered"
"LINE001329,PO00265,MED012,2298,229,526242,Delivered"
"LINE001330,PO00265,MED016,2150,493,1059950,Delivered"
"LINE001331,PO00265,MED031,997,525,523425,Delivered"
"LINE001332,PO00265,MED043,878,50,43900,Delivered"
"LINE001333,PO00265,MED051,896,304,272384,Delivered"
"LINE001334,PO00265,MED058,912,89,81168,Delivered"
"LINE001335,PO00265,MED080,300,237,71100,Delivered"
"LINE001336,PO00266,MED013,1931,388,749228,Delivered"
"LINE001337,PO00266,MED029,900,560,504000,Delivered"
"LINE001338,PO00266,MED071,307,319,97933,Delivered"
"LINE001339,PO00266,MED074,316,511,161476,Delivered"
"LINE001340,PO00266,MED075,298,301,89698,Delivered"
"LINE001341,PO00267,MED014,2240,337,754880,Delivered"
"LINE001342,PO00267,MED021,327,240,78480,Delivered"
"LINE001343,PO00267,MED023,303,101,30603,Delivered"
"LINE001344,PO00267,MED033,883,239,211037,Delivered"
"LINE001345,PO00267,MED034,940,736,691840,Delivered"
"LINE001346,PO00267,MED045,916,196,179536,Delivered"
"LINE001347,PO00267,MED046,921,303,279063,Delivered"
"LINE001348,PO00267,MED077,319,387,123453,Delivered"
"LINE001349,PO00268,MED015,2169,423,917487,Delivered"
"LINE001350,PO00268,MED038,910,273,248430,Delivered"
"LINE001351,PO00268,MED047,889,118,104902,Delivered"
"LINE001352,PO00268,MED073,304,505,153520,Delivered"
"LINE001353,PO00268,MED093,346,1286,444956,Delivered"
"LINE001354,PO00268,MED094,323,1362,439926,Delivered"
"LINE001355,PO00269,MED017,2348,373,875804,Delivered"
"LINE001356,PO00269,MED027,904,524,473696,Delivered"
"LINE001357,PO00269,MED030,922,731,673982,Delivered"
"LINE001358,PO00269,MED039,876,349,305724,Delivered"
"LINE001359,PO00269,MED042,886,164,145304,Delivered"
"LINE001360,PO00269,MED049,928,43,39904,Delivered"
"LINE001361,PO00269,MED098,277,388,107476,Delivered"
"LINE001362,PO00270,MED018,2306,465,1072290,Delivered"
"LINE001363,PO00270,MED024,2248,332,746336,Delivered"
"LINE001364,PO00270,MED072,322,320,103040,Delivered"
"LINE001365,PO00270,MED076,317,345,109365,Delivered"
"LINE001366,PO00270,MED078,322,102,32844,Delivered"
"LINE001367,PO00270,MED091,280,1352,378560,Delivered"
"LINE001368,PO00271,MED019,2128,271,576688,Delivered"
"LINE001369,PO00271,MED022,327,393,128511,Delivered"
"LINE001370,PO00271,MED037,921,84,77364,Delivered"
"LINE001371,PO00271,MED095,297,792,235224,Delivered"
"LINE001372,PO00272,MED020,2170,356,772520,Delivered"
"LINE001373,PO00272,MED025,327,315,103005,Delivered"
"LINE001374,PO00272,MED028,856,108,92448,Delivered"
"LINE001375,PO00272,MED035,891,612,545292,Delivered"
"LINE001376,PO00272,MED044,889,358,318262,Delivered"
"LINE001377,PO00272,MED048,868,345,299460,Delivered"
"LINE001378,PO00272,MED057,910,120,109200,Delivered"
"LINE001379,PO00272,MED059,861,41,35301,Delivered"
"LINE001380,PO00272,MED079,292,266,77672,Delivered"
"LINE001381,PO00272,MED099,298,478,142444,Delivered"
"LINE001382,PO00273,MED026,887,610,541070,Delivered"
"LINE001383,PO00273,MED032,893,749,668857,Delivered"
"LINE001384,PO00273,MED040,895,160,143200,Delivered"
"LINE001385,PO00273,MED052,897,92,82524,Delivered"
"LINE001386,PO00273,MED053,903,131,118293,Delivered"
"LINE001387,PO00273,MED054,858,303,259974,Delivered"
"LINE001388,PO00273,MED060,869,93,80817,Delivered"
"LINE001389,PO00273,MED092,318,847,269346,Delivered"
"LINE001390,PO00273,MED096,290,491,142390,Delivered"
"LINE001391,PO00274,MED050,861,271,233331,Delivered"
"LINE001392,PO00274,MED055,847,74,62678,Delivered"
"LINE001393,PO00274,MED097,295,518,152810,Delivered"
"LINE001394,PO00274,MED100,338,330,111540,Delivered"
"LINE001395,PO00275,MED061,2435,23,56005,Delivered"
"LINE001396,PO00275,MED066,2281,109,248629,Delivered"
"LINE001397,PO00276,MED068,2203,53,116759,Delivered"
"LINE001398,PO00276,MED083,921,181,166701,Delivered"
"LINE001399,PO00277,MED070,2281,81,184761,Delivered"
"LINE001400,PO00277,MED081,912,148,134976,Delivered"
"LINE001401,PO00278,MED001,2341,43,100663,Delivered"
"LINE001402,PO00278,MED010,2314,38,87932,Delivered"
"LINE001403,PO00278,MED065,2328,37,86136,Delivered"
"LINE001404,PO00279,MED002,2277,29,66033,Delivered"
"LINE001405,PO00279,MED004,2171,35,75985,Delivered"
"LINE001406,PO00279,MED008,2302,25,57550,Delivered"
"LINE001407,PO00279,MED062,2189,73,159797,Delivered"
"LINE001408,PO00279,MED081,857,148,126836,Delivered"
"LINE001409,PO00280,MED003,2207,22,48554,Delivered"
"LINE001410,PO00280,MED069,2229,93,207297,Delivered"
"LINE001411,PO00280,MED070,2289,81,185409,Delivered"
"LINE001412,PO00280,MED083,927,181,167787,Delivered"
"LINE001413,PO00280,MED089,854,33,28182,Delivered"
"LINE001414,PO00280,MED090,905,112,101360,Delivered"
"LINE001415,PO00281,MED005,2132,33,70356,Delivered"
"LINE001416,PO00281,MED009,2273,38,86374,Delivered"
"LINE001417,PO00281,MED068,2141,53,113473,Delivered"
"LINE001418,PO00281,MED086,841,89,74849,Delivered"
"LINE001419,PO00281,MED087,912,113,103056,Delivered"
"LINE001420,PO00282,MED006,2220,37,82140,Delivered"
"LINE001421,PO00282,MED061,2136,23,49128,Delivered"
"LINE001422,PO00282,MED067,2210,63,139230,Delivered"
"LINE001423,PO00283,MED007,2202,25,55050,Delivered"
"LINE001424,PO00283,MED064,2264,82,185648,Delivered"
"LINE001425,PO00283,MED066,2294,109,250046,Delivered"
"LINE001426,PO00283,MED084,921,39,35919,Delivered"
"LINE001427,PO00283,MED088,884,95,83980,Delivered"
"LINE001428,PO00284,MED011,2214,210,464940,Delivered"
"LINE001429,PO00284,MED026,924,610,563640,Delivered"
"LINE001430,PO00284,MED033,928,239,221792,Delivered"
"LINE001431,PO00284,MED040,902,160,144320,Delivered"
"LINE001432,PO00284,MED059,881,41,36121,Delivered"
"LINE001433,PO00284,MED080,338,237,80106,Delivered"
"LINE001434,PO00284,MED095,313,792,247896,Delivered"
"LINE001435,PO00284,MED098,309,388,119892,Delivered"
"LINE001436,PO00284,MED100,317,330,104610,Delivered"
"LINE001437,PO00285,MED012,2197,229,503113,Delivered"
"LINE001438,PO00285,MED020,2250,356,801000,Delivered"
"LINE001439,PO00285,MED042,910,164,149240,Delivered"
"LINE001440,PO00285,MED044,886,358,317188,Delivered"
"LINE001441,PO00285,MED045,890,196,174440,Delivered"
"LINE001442,PO00285,MED049,897,43,38571,Delivered"
"LINE001443,PO00285,MED054,930,303,281790,Delivered"
"LINE001444,PO00286,MED013,2142,388,831096,Delivered"
"LINE001445,PO00286,MED034,919,736,676384,Delivered"
"LINE001446,PO00286,MED035,924,612,565488,Delivered"
"LINE001447,PO00286,MED037,931,84,78204,Delivered"
"LINE001448,PO00286,MED051,931,304,283024,Delivered"
"LINE001449,PO00286,MED058,921,89,81969,Delivered"
"LINE001450,PO00287,MED014,2201,337,741737,Delivered"
"LINE001451,PO00287,MED016,2277,493,1122561,Delivered"
"LINE001452,PO00287,MED019,2307,271,625197,Delivered"
"LINE001453,PO00287,MED027,939,524,492036,Delivered"
"LINE001454,PO00287,MED036,918,393,360774,Delivered"
"LINE001455,PO00287,MED072,327,320,104640,Delivered"
"LINE001456,PO00287,MED073,355,505,179275,Delivered"
"LINE001457,PO00288,MED015,2198,423,929754,Delivered"
"LINE001458,PO00288,MED017,2295,373,856035,Delivered"
"LINE001459,PO00288,MED029,906,560,507360,Delivered"
"LINE001460,PO00288,MED030,914,731,668134,Delivered"
"LINE001461,PO00288,MED031,868,525,455700,Delivered"
"LINE001462,PO00288,MED047,904,118,106672,Delivered"
"LINE001463,PO00289,MED018,1771,465,823515,Delivered"
"LINE001464,PO00289,MED032,923,749,691327,Delivered"
"LINE001465,PO00289,MED056,928,245,227360,Delivered"
"LINE001466,PO00289,MED093,323,1286,415378,Delivered"
"LINE001467,PO00290,MED021,282,240,67680,Delivered"
"LINE001468,PO00290,MED025,324,315,102060,Delivered"
"LINE001469,PO00290,MED038,923,273,251979,Delivered"
"LINE001470,PO00290,MED041,875,336,294000,Delivered"
"LINE001471,PO00290,MED046,944,303,286032,Delivered"
"LINE001472,PO00290,MED048,900,345,310500,Delivered"
"LINE001473,PO00290,MED050,836,271,226556,Delivered"
"LINE001474,PO00290,MED075,339,301,102039,Delivered"
"LINE001475,PO00290,MED076,327,345,112815,Delivered"
"LINE001476,PO00290,MED077,300,387,116100,Delivered"
"LINE001477,PO00290,MED079,336,266,89376,Delivered"
"LINE001478,PO00290,MED091,327,1352,442104,Delivered"
"LINE001479,PO00291,MED022,320,393,125760,Delivered"
"LINE001480,PO00291,MED060,965,93,89745,Delivered"
"LINE001481,PO00291,MED074,317,511,161987,Delivered"
"LINE001482,PO00291,MED078,343,102,34986,Delivered"
"LINE001483,PO00292,MED023,312,101,31512,Delivered"
"LINE001484,PO00292,MED028,860,108,92880,Delivered"
"LINE001485,PO00292,MED052,913,92,83996,Delivered"
"LINE001486,PO00292,MED071,337,319,107503,Delivered"
"LINE001487,PO00292,MED094,300,1362,408600,Delivered"
"LINE001488,PO00293,MED024,2228,332,739696,Delivered"
"LINE001489,PO00293,MED039,907,349,316543,Delivered"
"LINE001490,PO00293,MED043,940,50,47000,Delivered"
"LINE001491,PO00293,MED057,869,120,104280,Delivered"
"LINE001492,PO00293,MED096,300,491,147300,Delivered"
"LINE001493,PO00293,MED099,334,478,159652,Delivered"
"LINE001494,PO00294,MED053,924,131,121044,Delivered"
"LINE001495,PO00294,MED055,888,74,65712,Delivered"
"LINE001496,PO00294,MED092,324,847,274428,Delivered"
"LINE001497,PO00294,MED097,303,518,156954,Delivered"
"LINE001498,PO00295,MED063,2263,112,253456,Delivered"
"LINE001499,PO00295,MED082,912,65,59280,Delivered"
"LINE001500,PO00296,MED085,920,69,63480,Delivered"
"LINE001501,PO00297,MED001,1963,43,84409,Delivered"
"LINE001502,PO00297,MED002,2313,29,67077,Delivered"
"LINE001503,PO00297,MED010,2240,38,85120,Delivered"
"LINE001504,PO00297,MED085,867,69,59823,Delivered"
"LINE001505,PO00297,MED089,906,33,29898,Delivered"
"LINE001506,PO00298,MED003,2321,22,51062,Delivered"
"LINE001507,PO00299,MED004,2352,35,82320,Delivered"
"LINE001508,PO00299,MED007,2088,25,52200,Delivered"
"LINE001509,PO00299,MED061,2346,23,53958,Delivered"
"LINE001510,PO00299,MED064,2238,82,183516,Delivered"
"LINE001511,PO00299,MED084,905,39,35295,Delivered"
"LINE001512,PO00300,MED005,2228,33,73524,Delivered"
"LINE001513,PO00300,MED065,2306,37,85322,Delivered"
"LINE001514,PO00300,MED070,2233,81,180873,Delivered"
"LINE001515,PO00301,MED006,2261,37,83657,Delivered"
"LINE001516,PO00301,MED082,895,65,58175,Delivered"
"LINE001517,PO00301,MED088,929,95,88255,Delivered"
"LINE001518,PO00302,MED008,2344,25,58600,Delivered"
"LINE001519,PO00302,MED081,937,148,138676,Delivered"
"LINE001520,PO00303,MED009,2248,38,85424,Delivered"
