"TransactionID,TransactionDate,HospitalID,ProductID,BatchNumber,TransactionType,Quantity,ReferenceID,DeliveryStatus"
"REC000704,2025-01-08,H008,MED002,B357906,Receipt,1440,PO00140,On Time"
"REC000705,2025-01-08,H008,MED004,B174601,Receipt,1119,PO00140,On Time"
"REC000706,2025-01-08,H008,MED010,B399188,Receipt,789,PO00140,On Time"
"REC000707,2025-01-04,H008,MED003,B728889,Receipt,1463,PO00141,On Time"
"REC000708,2025-01-04,H008,MED084,B156358,Receipt,591,PO00141,On Time"
"REC000709,2025-01-04,H008,MED090,B199977,Receipt,861,PO00141,On Time"
"REC000710,2025-01-04,H008,MED005,B882215,Receipt,896,PO00142,On Time"
"REC000711,2025-01-04,H008,MED067,B737431,Receipt,1157,PO00142,On Time"
"REC000712,2025-01-05,H008,MED006,B291387,Receipt,892,PO00143,On Time"
"REC000713,2025-01-05,H008,MED008,B372919,Receipt,1213,PO00143,On Time"
"REC000714,2025-01-05,H008,MED066,B953329,Receipt,887,PO00143,On Time"
"REC000715,2025-01-05,H008,MED070,B979140,Receipt,1094,PO00143,On Time"
"REC000716,2025-01-05,H008,MED083,B123408,Receipt,826,PO00143,On Time"
"REC000717,2025-01-05,H008,MED085,B622710,Receipt,1238,PO00143,On Time"
"REC000718,2025-01-04,H008,MED007,B453646,Receipt,1383,PO00144,On Time"
"REC000719,2025-01-04,H008,MED063,B989855,Receipt,1281,PO00144,On Time"
"REC000720,2025-01-04,H008,MED064,B212935,Receipt,873,PO00144,On Time"
"REC000721,2025-01-07,H008,MED009,B107415,Receipt,751,PO00145,On Time"
"REC000722,2025-01-07,H008,MED087,B613942,Receipt,936,PO00145,On Time"
"REC000723,2025-02-01,H008,MED011,B596965,Receipt,1346,PO00146,On Time"
"REC000724,2025-02-01,H008,MED034,B510482,Receipt,738,PO00146,On Time"
"REC000725,2025-02-01,H008,MED045,B495204,Receipt,1029,PO00146,On Time"
"REC000726,2025-02-01,H008,MED050,B161842,Receipt,580,PO00146,On Time"
"REC000727,2025-02-01,H008,MED056,B797411,Receipt,1321,PO00146,On Time"
"REC000728,2025-02-01,H008,MED059,B702801,Receipt,631,PO00146,On Time"
"REC000729,2025-02-01,H008,MED060,B588067,Receipt,1351,PO00146,On Time"
"REC000730,2025-02-01,H008,MED095,B811413,Receipt,601,PO00146,On Time"
"REC000731,2025-01-23,H008,MED012,B924834,Receipt,1146,PO00147,On Time"
"REC000732,2025-01-23,H008,MED027,B808672,Receipt,927,PO00147,On Time"
"REC000733,2025-01-23,H008,MED037,B247595,Receipt,1079,PO00147,On Time"
"REC000734,2025-01-23,H008,MED040,B501062,Receipt,1129,PO00147,On Time"
"REC000735,2025-01-23,H008,MED054,B948692,Receipt,1343,PO00147,On Time"
"REC000736,2025-01-23,H008,MED075,B653781,Receipt,1496,PO00147,On Time"
"REC000737,2025-01-23,H008,MED076,B397986,Receipt,1087,PO00147,On Time"
"REC000738,2025-01-23,H008,MED091,B886086,Receipt,1184,PO00147,On Time"
"REC000739,2025-02-04,H008,MED013,B840389,Receipt,1497,PO00148,On Time"
"REC000740,2025-02-04,H008,MED014,B151001,Receipt,644,PO00148,On Time"
"REC000741,2025-02-04,H008,MED020,B351514,Receipt,1119,PO00148,On Time"
"REC000742,2025-02-04,H008,MED022,B484193,Receipt,970,PO00148,On Time"
"REC000743,2025-02-04,H008,MED024,B622552,Receipt,560,PO00148,On Time"
"REC000744,2025-02-04,H008,MED025,B645932,Receipt,1204,PO00148,On Time"
"REC000745,2025-02-04,H008,MED033,B746238,Receipt,982,PO00148,On Time"
"REC000746,2025-02-04,H008,MED035,B386479,Receipt,1450,PO00148,On Time"
"REC000747,2025-02-04,H008,MED038,B254692,Receipt,1147,PO00148,On Time"
"REC000748,2025-02-04,H008,MED043,B719064,Receipt,545,PO00148,On Time"
"REC000749,2025-02-04,H008,MED046,B843088,Receipt,1203,PO00148,On Time"
"REC000750,2025-02-14,H008,MED015,B654394,Receipt,1159,PO00149,Delayed"
"REC000751,2025-02-14,H008,MED018,B178077,Receipt,874,PO00149,Delayed"
"REC000752,2025-02-14,H008,MED019,B913560,Receipt,755,PO00149,Delayed"
"REC000753,2025-02-14,H008,MED021,B535928,Receipt,1034,PO00149,Delayed"
"REC000754,2025-02-14,H008,MED023,B512672,Receipt,965,PO00149,Delayed"
"REC000755,2025-02-14,H008,MED055,B888245,Receipt,1273,PO00149,Delayed"
"REC000756,2025-01-23,H008,MED016,B327189,Receipt,758,PO00150,On Time"
"REC000757,2025-01-23,H008,MED026,B403664,Receipt,1208,PO00150,On Time"
"REC000758,2025-01-23,H008,MED029,B471513,Receipt,622,PO00150,On Time"
"REC000759,2025-01-23,H008,MED049,B130949,Receipt,1387,PO00150,On Time"
"REC000760,2025-01-23,H008,MED057,B570435,Receipt,773,PO00150,On Time"
"REC000761,2025-01-23,H008,MED058,B393125,Receipt,1491,PO00150,On Time"
"REC000762,2025-01-23,H008,MED078,B935825,Receipt,1353,PO00150,On Time"
"REC000763,2025-01-23,H008,MED097,B184607,Receipt,845,PO00150,On Time"
"REC000764,2025-02-03,H008,MED017,B419759,Receipt,1175,PO00151,On Time"
"REC000765,2025-02-03,H008,MED036,B434971,Receipt,1011,PO00151,On Time"
"REC000766,2025-02-03,H008,MED053,B653372,Receipt,618,PO00151,On Time"
"REC000767,2025-02-03,H008,MED072,B798787,Receipt,1379,PO00151,On Time"
"REC000768,2025-02-03,H008,MED074,B834412,Receipt,1133,PO00151,On Time"
"REC000769,2025-02-03,H008,MED096,B504015,Receipt,1142,PO00151,On Time"
"REC000770,2025-02-03,H008,MED100,B747418,Receipt,893,PO00151,On Time"
"REC000771,2025-01-28,H008,MED028,B435299,Receipt,875,PO00152,On Time"
"REC000772,2025-01-28,H008,MED030,B259034,Receipt,1160,PO00152,On Time"
"REC000773,2025-01-28,H008,MED031,B472047,Receipt,1029,PO00152,On Time"
"REC000774,2025-01-28,H008,MED052,B719055,Receipt,937,PO00152,On Time"
"REC000775,2025-01-28,H008,MED098,B755129,Receipt,1153,PO00152,On Time"
"REC000776,2025-01-26,H008,MED032,B397675,Receipt,1337,PO00153,Delayed"
"REC000777,2025-01-26,H008,MED042,B647219,Receipt,1328,PO00153,Delayed"
"REC000778,2025-01-26,H008,MED044,B503777,Receipt,1448,PO00153,Delayed"
"REC000779,2025-01-26,H008,MED073,B959665,Receipt,722,PO00153,Delayed"
"REC000780,2025-01-26,H008,MED092,B407086,Receipt,1114,PO00153,Delayed"
"REC000781,2025-01-26,H008,MED093,B115534,Receipt,1355,PO00153,Delayed"
"REC000782,2025-01-26,H008,MED094,B858761,Receipt,612,PO00153,Delayed"
"REC000783,2025-01-23,H008,MED039,B742927,Receipt,1334,PO00154,On Time"
"REC000784,2025-01-23,H008,MED041,B175277,Receipt,739,PO00154,On Time"
"REC000785,2025-01-23,H008,MED047,B656376,Receipt,671,PO00154,On Time"
"REC000786,2025-01-23,H008,MED071,B616540,Receipt,1487,PO00154,On Time"
"REC000787,2025-01-23,H008,MED079,B752416,Receipt,698,PO00154,On Time"
"REC000788,2025-01-23,H008,MED080,B758966,Receipt,570,PO00154,On Time"
"REC000789,2025-01-23,H008,MED099,B453076,Receipt,1336,PO00154,On Time"
"REC000790,2025-01-21,H008,MED048,B235189,Receipt,698,PO00155,On Time"
"REC000791,2025-01-21,H008,MED051,B868917,Receipt,1437,PO00155,On Time"
"REC000792,2025-01-07,H008,MED062,B818316,Receipt,1161,PO00156,Delayed"
"REC000793,2025-01-07,H008,MED069,B108024,Receipt,1366,PO00156,Delayed"
"REC000794,2025-01-07,H008,MED081,B867286,Receipt,655,PO00156,Delayed"
"REC000795,2025-01-07,H008,MED088,B639243,Receipt,839,PO00156,Delayed"
"REC000796,2025-01-07,H008,MED068,B996749,Receipt,1462,PO00157,On Time"
"REC000797,2025-01-07,H008,MED082,B859785,Receipt,1430,PO00157,On Time"
"REC000798,2025-01-07,H008,MED086,B979854,Receipt,1365,PO00157,On Time"
"REC000799,2025-01-07,H008,MED089,B694557,Receipt,1106,PO00157,On Time"
"REC000800,2025-01-23,H008,MED077,B375796,Receipt,733,PO00158,On Time"
"REC000801,2025-01-08,H009,MED001,B523291,Receipt,916,PO00159,On Time"
"REC000802,2025-01-08,H009,MED063,B452365,Receipt,594,PO00159,On Time"
"REC000803,2025-01-08,H009,MED064,B969001,Receipt,1107,PO00159,On Time"
"REC000804,2025-01-08,H009,MED067,B800033,Receipt,1000,PO00159,On Time"
"REC000805,2025-01-08,H009,MED087,B902348,Receipt,1363,PO00159,On Time"
"REC000806,2025-01-04,H009,MED002,B945623,Receipt,740,PO00160,On Time"
"REC000807,2025-01-04,H009,MED066,B924657,Receipt,716,PO00160,On Time"
"REC000808,2025-01-04,H009,MED086,B334196,Receipt,1056,PO00160,On Time"
"REC000809,2025-01-04,H009,MED090,B547244,Receipt,1163,PO00160,On Time"
"REC000810,2025-01-04,H009,MED003,B668242,Receipt,735,PO00161,On Time"
"REC000811,2025-01-04,H009,MED009,B585097,Receipt,906,PO00161,On Time"
"REC000812,2025-01-04,H009,MED081,B181972,Receipt,651,PO00161,On Time"
"REC000813,2025-01-04,H009,MED085,B112100,Receipt,1333,PO00161,On Time"
"REC000814,2025-01-04,H009,MED089,B963917,Receipt,909,PO00161,On Time"
"REC000815,2025-01-05,H009,MED004,B280882,Receipt,1137,PO00162,On Time"
"REC000816,2025-01-05,H009,MED061,B102775,Receipt,1519,PO00162,On Time"
"REC000817,2025-01-05,H009,MED068,B897124,Receipt,541,PO00162,On Time"
"REC000818,2025-01-05,H009,MED083,B425437,Receipt,909,PO00162,On Time"
"REC000819,2025-01-04,H009,MED005,B169300,Receipt,1209,PO00163,On Time"
"REC000820,2025-01-04,H009,MED069,B814647,Receipt,966,PO00163,On Time"
"REC000821,2025-01-04,H009,MED070,B578454,Receipt,1055,PO00163,On Time"
"REC000822,2025-01-04,H009,MED088,B116279,Receipt,1444,PO00163,On Time"
"REC000823,2025-01-05,H009,MED006,B927585,Receipt,963,PO00164,On Time"
"REC000824,2025-01-05,H009,MED007,B307139,Receipt,1429,PO00164,On Time"
"REC000825,2025-01-05,H009,MED008,B892908,Receipt,756,PO00164,On Time"
"REC000826,2025-01-05,H009,MED082,B592239,Receipt,806,PO00164,On Time"
"REC000827,2025-01-05,H009,MED084,B543066,Receipt,1268,PO00164,On Time"
"REC000828,2025-01-07,H009,MED010,B145095,Receipt,830,PO00165,On Time"
"REC000829,2025-02-11,H009,MED011,B450067,Receipt,1115,PO00166,On Time"
"REC000830,2025-02-11,H009,MED014,B345144,Receipt,1088,PO00166,On Time"
"REC000831,2025-02-11,H009,MED025,B821818,Receipt,1008,PO00166,On Time"
"REC000832,2025-02-11,H009,MED026,B750102,Receipt,1145,PO00166,On Time"
"REC000833,2025-02-11,H009,MED027,B915495,Receipt,637,PO00166,On Time"
"REC000834,2025-02-11,H009,MED029,B225829,Receipt,986,PO00166,On Time"
"REC000835,2025-02-11,H009,MED039,B700600,Receipt,990,PO00166,On Time"
"REC000836,2025-02-11,H009,MED040,B529505,Receipt,1449,PO00166,On Time"
"REC000837,2025-02-11,H009,MED041,B839538,Receipt,514,PO00166,On Time"
"REC000838,2025-02-11,H009,MED049,B428821,Receipt,1357,PO00166,On Time"
"REC000839,2025-02-11,H009,MED054,B515466,Receipt,1268,PO00166,On Time"
"REC000840,2025-02-11,H009,MED056,B798148,Receipt,1334,PO00166,On Time"
"REC000841,2025-02-11,H009,MED080,B932583,Receipt,595,PO00166,On Time"
"REC000842,2025-02-11,H009,MED098,B331182,Receipt,1355,PO00166,On Time"
"REC000843,2025-01-23,H009,MED012,B427069,Receipt,1006,PO00167,On Time"
"REC000844,2025-01-23,H009,MED035,B998035,Receipt,546,PO00167,On Time"
"REC000845,2025-01-23,H009,MED045,B591006,Receipt,714,PO00167,On Time"
"REC000846,2025-01-23,H009,MED058,B507931,Receipt,1330,PO00167,On Time"
"REC000847,2025-01-23,H009,MED093,B537585,Receipt,611,PO00167,On Time"
"REC000848,2025-02-01,H009,MED013,B756030,Receipt,1116,PO00168,On Time"
"REC000849,2025-02-01,H009,MED016,B973030,Receipt,916,PO00168,On Time"
"REC000850,2025-02-01,H009,MED024,B310048,Receipt,683,PO00168,On Time"
"REC000851,2025-02-01,H009,MED033,B436986,Receipt,660,PO00168,On Time"
"REC000852,2025-02-01,H009,MED060,B969446,Receipt,734,PO00168,On Time"
"REC000853,2025-02-01,H009,MED077,B897583,Receipt,767,PO00168,On Time"
"REC000854,2025-01-21,H009,MED015,B201158,Receipt,1080,PO00169,On Time"
"REC000855,2025-01-21,H009,MED094,B441558,Receipt,1429,PO00169,On Time"
"REC000856,2025-01-29,H009,MED017,B903806,Receipt,1408,PO00170,Delayed"
"REC000857,2025-01-29,H009,MED038,B799746,Receipt,1232,PO00170,Delayed"
"REC000858,2025-01-29,H009,MED057,B811943,Receipt,797,PO00170,Delayed"
"REC000859,2025-01-29,H009,MED071,B876372,Receipt,1106,PO00170,Delayed"
"REC000860,2025-01-29,H009,MED072,B395599,Receipt,1051,PO00170,Delayed"
"REC000861,2025-01-29,H009,MED074,B593960,Receipt,579,PO00170,Delayed"
"REC000862,2025-01-29,H009,MED079,B966491,Receipt,967,PO00170,Delayed"
"REC000863,2025-01-29,H009,MED095,B394067,Receipt,1491,PO00170,Delayed"
"REC000864,2025-01-24,H009,MED018,B388213,Receipt,1019,PO00171,Delayed"
"REC000865,2025-01-24,H009,MED019,B919253,Receipt,1041,PO00171,Delayed"
"REC000866,2025-01-24,H009,MED032,B921935,Receipt,1102,PO00171,Delayed"
"REC000867,2025-01-24,H009,MED046,B958950,Receipt,723,PO00171,Delayed"
"REC000868,2025-01-24,H009,MED053,B776479,Receipt,836,PO00171,Delayed"
"REC000869,2025-01-24,H009,MED075,B805356,Receipt,1485,PO00171,Delayed"
"REC000870,2025-01-24,H009,MED092,B297478,Receipt,833,PO00171,Delayed"
"REC000871,2025-01-24,H009,MED097,B568011,Receipt,1172,PO00171,Delayed"
"REC000872,2025-02-03,H009,MED020,B795532,Receipt,792,PO00172,On Time"
"REC000873,2025-02-03,H009,MED022,B149522,Receipt,519,PO00172,On Time"
"REC000874,2025-02-03,H009,MED028,B564462,Receipt,1155,PO00172,On Time"
"REC000875,2025-02-03,H009,MED030,B722334,Receipt,1084,PO00172,On Time"
"REC000876,2025-02-03,H009,MED031,B967591,Receipt,1234,PO00172,On Time"
"REC000877,2025-02-03,H009,MED042,B908596,Receipt,1084,PO00172,On Time"
"REC000878,2025-02-03,H009,MED043,B704056,Receipt,696,PO00172,On Time"
"REC000879,2025-02-03,H009,MED044,B277718,Receipt,1159,PO00172,On Time"
"REC000880,2025-02-03,H009,MED050,B812793,Receipt,931,PO00172,On Time"
"REC000881,2025-02-03,H009,MED073,B764846,Receipt,1325,PO00172,On Time"
"REC000882,2025-02-03,H009,MED076,B510834,Receipt,1271,PO00172,On Time"
"REC000883,2025-02-03,H009,MED091,B938927,Receipt,505,PO00172,On Time"
"REC000884,2025-02-04,H009,MED021,B735274,Receipt,1154,PO00173,On Time"
"REC000885,2025-02-04,H009,MED048,B374336,Receipt,1345,PO00173,On Time"
"REC000886,2025-02-04,H009,MED078,B209373,Receipt,1281,PO00173,On Time"
"REC000887,2025-02-04,H009,MED096,B746045,Receipt,657,PO00173,On Time"
"REC000888,2025-01-25,H009,MED023,B307352,Receipt,1392,PO00174,On Time"
"REC000889,2025-01-25,H009,MED059,B303561,Receipt,1328,PO00174,On Time"
"REC000890,2025-01-25,H009,MED099,B118074,Receipt,824,PO00174,On Time"
"REC000891,2025-01-23,H009,MED034,B277826,Receipt,927,PO00175,On Time"
"REC000892,2025-01-23,H009,MED036,B893076,Receipt,824,PO00175,On Time"
"REC000893,2025-01-23,H009,MED037,B545872,Receipt,681,PO00175,On Time"
"REC000894,2025-01-23,H009,MED052,B114995,Receipt,1129,PO00175,On Time"
"REC000895,2025-01-23,H009,MED100,B116061,Receipt,1099,PO00175,On Time"
"REC000896,2025-01-23,H009,MED047,B685457,Receipt,1055,PO00176,On Time"
"REC000897,2025-01-23,H009,MED051,B808387,Receipt,1122,PO00176,On Time"
"REC000898,2025-01-23,H009,MED055,B621396,Receipt,1292,PO00176,On Time"
"REC000899,2025-01-07,H009,MED062,B857634,Receipt,769,PO00177,On Time"
"REC000900,2025-01-04,H009,MED065,B378495,Receipt,841,PO00178,On Time"
"REC000901,2025-01-04,H010,MED001,B478336,Receipt,1450,PO00179,On Time"
"REC000902,2025-01-04,H010,MED010,B367136,Receipt,1356,PO00179,On Time"
"REC000903,2025-01-04,H010,MED061,B933238,Receipt,1265,PO00179,On Time"
"REC000904,2025-01-04,H010,MED066,B663457,Receipt,1102,PO00179,On Time"
"REC000905,2025-01-04,H010,MED085,B851393,Receipt,872,PO00179,On Time"
"REC000906,2025-01-07,H010,MED002,B596005,Receipt,898,PO00180,On Time"
"REC000907,2025-01-07,H010,MED003,B977042,Receipt,1465,PO00180,On Time"
"REC000908,2025-01-07,H010,MED006,B835415,Receipt,1237,PO00180,On Time"
"REC000909,2025-01-07,H010,MED008,B231379,Receipt,1443,PO00180,On Time"
"REC000910,2025-01-07,H010,MED067,B453039,Receipt,1357,PO00180,On Time"
"REC000911,2025-01-07,H010,MED083,B838591,Receipt,1487,PO00180,On Time"
"REC000912,2025-01-07,H010,MED088,B122337,Receipt,518,PO00180,On Time"
"REC000913,2025-01-05,H010,MED004,B254455,Receipt,722,PO00181,On Time"
"REC000914,2025-01-08,H010,MED005,B527858,Receipt,1430,PO00182,On Time"
"REC000915,2025-01-08,H010,MED068,B409509,Receipt,1244,PO00182,On Time"
"REC000916,2025-01-08,H010,MED081,B970261,Receipt,1315,PO00182,On Time"
"REC000917,2025-01-07,H010,MED007,B328931,Receipt,603,PO00183,On Time"
"REC000918,2025-01-07,H010,MED062,B856079,Receipt,1436,PO00183,On Time"
"REC000919,2025-01-07,H010,MED064,B847567,Receipt,1474,PO00183,On Time"
"REC000920,2025-01-07,H010,MED082,B157062,Receipt,585,PO00183,On Time"
"REC000921,2025-01-07,H010,MED084,B778525,Receipt,552,PO00183,On Time"
"REC000922,2025-01-07,H010,MED087,B831576,Receipt,698,PO00183,On Time"
"REC000923,2025-01-07,H010,MED089,B452215,Receipt,798,PO00183,On Time"
"REC000924,2025-01-05,H010,MED009,B580441,Receipt,605,PO00184,On Time"
"REC000925,2025-01-05,H010,MED065,B448844,Receipt,1266,PO00184,On Time"
"REC000926,2025-01-05,H010,MED090,B656119,Receipt,1478,PO00184,On Time"
"REC000927,2025-01-25,H010,MED011,B860177,Receipt,888,PO00185,On Time"
"REC000928,2025-01-25,H010,MED073,B815732,Receipt,1239,PO00185,On Time"
"REC000929,2025-02-05,H010,MED012,B103358,Receipt,645,PO00186,Delayed"
"REC000930,2025-02-05,H010,MED021,B778936,Receipt,1068,PO00186,Delayed"
"REC000931,2025-02-05,H010,MED022,B397584,Receipt,651,PO00186,Delayed"
"REC000932,2025-02-05,H010,MED029,B897388,Receipt,1279,PO00186,Delayed"
"REC000933,2025-02-05,H010,MED034,B532829,Receipt,594,PO00186,Delayed"
"REC000934,2025-02-05,H010,MED039,B517582,Receipt,1361,PO00186,Delayed"
"REC000935,2025-02-05,H010,MED052,B813156,Receipt,651,PO00186,Delayed"
"REC000936,2025-02-05,H010,MED060,B178537,Receipt,1260,PO00186,Delayed"
"REC000937,2025-01-23,H010,MED013,B892130,Receipt,965,PO00187,On Time"
"REC000938,2025-01-23,H010,MED031,B601323,Receipt,1338,PO00187,On Time"
"REC000939,2025-01-23,H010,MED048,B824750,Receipt,1510,PO00187,On Time"
"REC000940,2025-01-23,H010,MED075,B909359,Receipt,992,PO00187,On Time"
"REC000941,2025-01-23,H010,MED079,B103969,Receipt,627,PO00187,On Time"
"REC000942,2025-01-23,H010,MED092,B292458,Receipt,1070,PO00187,On Time"
"REC000943,2025-01-21,H010,MED014,B338483,Receipt,943,PO00188,On Time"
"REC000944,2025-01-21,H010,MED016,B931156,Receipt,684,PO00188,On Time"
"REC000945,2025-01-21,H010,MED025,B680086,Receipt,1433,PO00188,On Time"
"REC000946,2025-01-21,H010,MED035,B702960,Receipt,879,PO00188,On Time"
"REC000947,2025-01-21,H010,MED038,B768629,Receipt,677,PO00188,On Time"
"REC000948,2025-01-21,H010,MED054,B674887,Receipt,525,PO00188,On Time"
"REC000949,2025-01-21,H010,MED076,B330780,Receipt,1081,PO00188,On Time"
"REC000950,2025-01-23,H010,MED015,B644026,Receipt,717,PO00189,On Time"
"REC000951,2025-01-23,H010,MED024,B929378,Receipt,1408,PO00189,On Time"
"REC000952,2025-01-23,H010,MED044,B909340,Receipt,1110,PO00189,On Time"
"REC000953,2025-01-23,H010,MED045,B793023,Receipt,1417,PO00189,On Time"
"REC000954,2025-01-23,H010,MED046,B802461,Receipt,1510,PO00189,On Time"
"REC000955,2025-01-23,H010,MED059,B345984,Receipt,1437,PO00189,On Time"
"REC000956,2025-01-23,H010,MED071,B655710,Receipt,1476,PO00189,On Time"
"REC000957,2025-01-23,H010,MED072,B509740,Receipt,1051,PO00189,On Time"
"REC000958,2025-01-23,H010,MED074,B194837,Receipt,870,PO00189,On Time"
"REC000959,2025-01-23,H010,MED017,B746275,Receipt,588,PO00190,On Time"
"REC000960,2025-01-23,H010,MED020,B204188,Receipt,1189,PO00190,On Time"
"REC000961,2025-01-23,H010,MED026,B591830,Receipt,715,PO00190,On Time"
"REC000962,2025-01-23,H010,MED047,B872332,Receipt,722,PO00190,On Time"
"REC000963,2025-01-23,H010,MED057,B590999,Receipt,1206,PO00190,On Time"
"REC000964,2025-01-23,H010,MED093,B975206,Receipt,735,PO00190,On Time"
"REC000965,2025-01-23,H010,MED097,B214456,Receipt,1069,PO00190,On Time"
"REC000966,2025-01-23,H010,MED100,B421898,Receipt,1204,PO00190,On Time"
"REC000967,2025-01-23,H010,MED018,B873720,Receipt,1087,PO00191,On Time"
"REC000968,2025-01-23,H010,MED040,B785503,Receipt,1456,PO00191,On Time"
"REC000969,2025-01-23,H010,MED041,B553510,Receipt,614,PO00191,On Time"
"REC000970,2025-01-23,H010,MED042,B124042,Receipt,853,PO00191,On Time"
"REC000971,2025-01-23,H010,MED050,B336495,Receipt,1390,PO00191,On Time"
"REC000972,2025-01-23,H010,MED058,B507407,Receipt,1095,PO00191,On Time"
"REC000973,2025-01-23,H010,MED078,B492179,Receipt,1148,PO00191,On Time"
"REC000974,2025-01-23,H010,MED091,B474169,Receipt,528,PO00191,On Time"
"REC000975,2025-01-23,H010,MED094,B734151,Receipt,1287,PO00191,On Time"
"REC000976,2025-02-01,H010,MED019,B695376,Receipt,1139,PO00192,Delayed"
"REC000977,2025-02-01,H010,MED037,B149420,Receipt,1248,PO00192,Delayed"
"REC000978,2025-02-01,H010,MED055,B434199,Receipt,1088,PO00192,Delayed"
"REC000979,2025-02-01,H010,MED056,B834595,Receipt,1179,PO00192,Delayed"
"REC000980,2025-02-04,H010,MED023,B780465,Receipt,947,PO00193,On Time"
"REC000981,2025-02-04,H010,MED030,B741480,Receipt,876,PO00193,On Time"
"REC000982,2025-02-04,H010,MED032,B915864,Receipt,1056,PO00193,On Time"
"REC000983,2025-02-04,H010,MED049,B811238,Receipt,1023,PO00193,On Time"
"REC000984,2025-02-04,H010,MED099,B653380,Receipt,555,PO00193,On Time"
"REC000985,2025-02-11,H010,MED027,B963428,Receipt,1137,PO00194,On Time"
"REC000986,2025-02-11,H010,MED033,B699248,Receipt,677,PO00194,On Time"
"REC000987,2025-02-11,H010,MED036,B666510,Receipt,937,PO00194,On Time"
"REC000988,2025-02-11,H010,MED043,B961858,Receipt,866,PO00194,On Time"
"REC000989,2025-02-11,H010,MED051,B247878,Receipt,597,PO00194,On Time"
"REC000990,2025-02-11,H010,MED053,B676515,Receipt,999,PO00194,On Time"
"REC000991,2025-02-11,H010,MED095,B804706,Receipt,534,PO00194,On Time"
"REC000992,2025-02-11,H010,MED096,B245281,Receipt,1046,PO00194,On Time"
"REC000993,2025-02-11,H010,MED098,B482688,Receipt,514,PO00194,On Time"
"REC000994,2025-02-03,H010,MED028,B102866,Receipt,857,PO00195,On Time"
"REC000995,2025-02-03,H010,MED077,B899180,Receipt,501,PO00195,On Time"
"REC000996,2025-02-03,H010,MED080,B623293,Receipt,1206,PO00195,On Time"
"REC000997,2025-01-04,H010,MED063,B735254,Receipt,1045,PO00196,On Time"
"REC000998,2025-01-04,H010,MED069,B987081,Receipt,864,PO00196,On Time"
"REC000999,2025-01-04,H010,MED070,B139553,Receipt,1326,PO00197,On Time"
"REC001000,2025-01-04,H010,MED086,B497891,Receipt,674,PO00198,On Time"
"REC001001,2025-04-07,H001,MED001,B210268,Receipt,2226,PO00199,On Time"
"REC001002,2025-04-07,H001,MED003,B429365,Receipt,2290,PO00199,On Time"
"REC001003,2025-04-07,H001,MED005,B358795,Receipt,2214,PO00199,On Time"
"REC001004,2025-04-07,H001,MED010,B877089,Receipt,2222,PO00199,On Time"
"REC001005,2025-04-07,H001,MED065,B542905,Receipt,2246,PO00199,On Time"
"REC001006,2025-04-07,H001,MED088,B990123,Receipt,857,PO00199,On Time"
"REC001007,2025-04-04,H001,MED002,B187498,Receipt,2199,PO00200,On Time"
"REC001008,2025-04-04,H001,MED068,B766326,Receipt,2310,PO00200,On Time"
"REC001009,2025-04-04,H001,MED004,B203355,Receipt,2293,PO00201,On Time"
"REC001010,2025-04-04,H001,MED009,B339931,Receipt,2308,PO00201,On Time"
"REC001011,2025-04-04,H001,MED061,B218015,Receipt,2269,PO00201,On Time"
"REC001012,2025-04-04,H001,MED063,B118070,Receipt,2277,PO00201,On Time"
"REC001013,2025-04-04,H001,MED081,B547556,Receipt,886,PO00201,On Time"
"REC001014,2025-04-08,H001,MED006,B249503,Receipt,2253,PO00202,On Time"
"REC001015,2025-04-08,H001,MED008,B665894,Receipt,2186,PO00202,On Time"
"REC001016,2025-04-08,H001,MED067,B584299,Receipt,2260,PO00202,On Time"
"REC001017,2025-04-08,H001,MED069,B805660,Receipt,2193,PO00202,On Time"
"REC001018,2025-04-08,H001,MED089,B251836,Receipt,921,PO00202,On Time"
"REC001019,2025-04-04,H001,MED007,B691723,Receipt,2164,PO00203,On Time"
"REC001020,2025-04-04,H001,MED062,B465890,Receipt,2387,PO00203,On Time"
"REC001021,2025-04-04,H001,MED082,B406063,Receipt,906,PO00203,On Time"
"REC001022,2025-04-04,H001,MED084,B834965,Receipt,866,PO00203,On Time"
"REC001023,2025-04-28,H001,MED011,B996942,Receipt,2147,PO00204,On Time"
"REC001024,2025-04-28,H001,MED014,B323165,Receipt,2221,PO00204,On Time"
"REC001025,2025-04-28,H001,MED017,B532315,Receipt,2209,PO00204,On Time"
"REC001026,2025-04-28,H001,MED028,B264899,Receipt,887,PO00204,On Time"
"REC001027,2025-04-28,H001,MED042,B418394,Receipt,864,PO00204,On Time"
"REC001028,2025-04-28,H001,MED046,B473616,Receipt,877,PO00204,On Time"
"REC001029,2025-04-28,H001,MED096,B844086,Receipt,306,PO00204,On Time"
"REC001030,2025-04-28,H001,MED012,B905889,Receipt,2369,PO00205,Delayed"
"REC001031,2025-04-28,H001,MED020,B234633,Receipt,2256,PO00205,Delayed"
"REC001032,2025-04-28,H001,MED021,B130535,Receipt,343,PO00205,Delayed"
"REC001033,2025-04-28,H001,MED037,B998613,Receipt,906,PO00205,Delayed"
"REC001034,2025-04-28,H001,MED038,B937291,Receipt,863,PO00205,Delayed"
"REC001035,2025-04-28,H001,MED057,B727234,Receipt,882,PO00205,Delayed"
"REC001036,2025-04-28,H001,MED078,B120056,Receipt,321,PO00205,Delayed"
"REC001037,2025-04-28,H001,MED079,B765022,Receipt,321,PO00205,Delayed"
