"ConsumptionID,Date,HospitalID,ProductID,QuantityConsumed"
"CON114361,2025-04-26,H003,MED058,9"
"CON114362,2025-04-26,H003,MED059,15"
"CON114363,2025-04-26,H003,MED060,11"
"CON114364,2025-04-26,H003,MED061,20"
"CON114365,2025-04-26,H003,MED062,25"
"CON114366,2025-04-26,H003,MED063,31"
"CON114367,2025-04-26,H003,MED064,18"
"CON114368,2025-04-26,H003,MED065,30"
"CON114369,2025-04-26,H003,MED066,23"
"CON114370,2025-04-26,H003,MED067,28"
"CON114371,2025-04-26,H003,MED068,28"
"CON114372,2025-04-26,H003,MED069,15"
"CON114373,2025-04-26,H003,MED070,21"
"CON114374,2025-04-26,H003,MED071,5"
"CON114375,2025-04-26,H003,MED072,4"
"CON114376,2025-04-26,H003,MED073,2"
"CON114377,2025-04-26,H003,MED074,1"
"CON114378,2025-04-26,H003,MED075,6"
"CON114379,2025-04-26,H003,MED076,1"
"CON114380,2025-04-26,H003,MED077,2"
"CON114381,2025-04-26,H003,MED078,4"
"CON114382,2025-04-26,H003,MED079,2"
"CON114383,2025-04-26,H003,MED080,1"
"CON114384,2025-04-26,H003,MED081,13"
"CON114385,2025-04-26,H003,MED082,8"
"CON114386,2025-04-26,H003,MED083,12"
"CON114387,2025-04-26,H003,MED084,9"
"CON114388,2025-04-26,H003,MED085,7"
"CON114389,2025-04-26,H003,MED086,5"
"CON114390,2025-04-26,H003,MED087,13"
"CON114391,2025-04-26,H003,MED088,9"
"CON114392,2025-04-26,H003,MED089,11"
"CON114393,2025-04-26,H003,MED090,14"
"CON114394,2025-04-26,H003,MED091,1"
"CON114395,2025-04-26,H003,MED092,3"
"CON114396,2025-04-26,H003,MED093,3"
"CON114397,2025-04-26,H003,MED094,1"
"CON114398,2025-04-26,H003,MED095,6"
"CON114399,2025-04-26,H003,MED096,6"
"CON114400,2025-04-26,H003,MED097,3"
"CON114401,2025-04-26,H003,MED098,3"
"CON114402,2025-04-26,H003,MED099,4"
"CON114403,2025-04-26,H003,MED100,1"
"CON114404,2025-04-26,H004,MED001,34"
"CON114405,2025-04-26,H004,MED002,15"
"CON114406,2025-04-26,H004,MED003,18"
"CON114407,2025-04-26,H004,MED004,25"
"CON114408,2025-04-26,H004,MED005,23"
"CON114409,2025-04-26,H004,MED006,35"
"CON114410,2025-04-26,H004,MED007,31"
"CON114411,2025-04-26,H004,MED008,30"
"CON114412,2025-04-26,H004,MED009,32"
"CON114413,2025-04-26,H004,MED010,23"
"CON114414,2025-04-26,H004,MED011,15"
"CON114415,2025-04-26,H004,MED012,29"
"CON114416,2025-04-26,H004,MED013,26"
"CON114417,2025-04-26,H004,MED015,17"
"CON114418,2025-04-26,H004,MED016,34"
"CON114419,2025-04-26,H004,MED018,28"
"CON114420,2025-04-26,H004,MED019,15"
"CON114421,2025-04-26,H004,MED021,5"
"CON114422,2025-04-26,H004,MED022,1"
"CON114423,2025-04-26,H004,MED023,3"
"CON114424,2025-04-26,H004,MED024,26"
"CON114425,2025-04-26,H004,MED025,4"
"CON114426,2025-04-26,H004,MED026,14"
"CON114427,2025-04-26,H004,MED027,15"
"CON114428,2025-04-26,H004,MED028,12"
"CON114429,2025-04-26,H004,MED029,7"
"CON114430,2025-04-26,H004,MED030,6"
"CON114431,2025-04-26,H004,MED031,14"
"CON114432,2025-04-26,H004,MED032,8"
"CON114433,2025-04-26,H004,MED033,7"
"CON114434,2025-04-26,H004,MED034,11"
"CON114435,2025-04-26,H004,MED035,6"
"CON114436,2025-04-26,H004,MED036,13"
"CON114437,2025-04-26,H004,MED037,15"
"CON114438,2025-04-26,H004,MED038,13"
"CON114439,2025-04-26,H004,MED039,12"
"CON114440,2025-04-26,H004,MED040,8"
"CON114441,2025-04-26,H004,MED041,10"
"CON114442,2025-04-26,H004,MED042,6"
"CON114443,2025-04-26,H004,MED043,12"
"CON114444,2025-04-26,H004,MED044,5"
"CON114445,2025-04-26,H004,MED045,13"
"CON114446,2025-04-26,H004,MED046,7"
"CON114447,2025-04-26,H004,MED047,12"
"CON114448,2025-04-26,H004,MED048,9"
"CON114449,2025-04-26,H004,MED049,6"
"CON114450,2025-04-26,H004,MED050,14"
"CON114451,2025-04-26,H004,MED051,9"
"CON114452,2025-04-26,H004,MED052,12"
"CON114453,2025-04-26,H004,MED053,8"
"CON114454,2025-04-26,H004,MED054,13"
"CON114455,2025-04-26,H004,MED055,15"
"CON114456,2025-04-26,H004,MED056,10"
"CON114457,2025-04-26,H004,MED057,14"
"CON114458,2025-04-26,H004,MED058,15"
"CON114459,2025-04-26,H004,MED059,6"
"CON114460,2025-04-26,H004,MED060,5"
"CON114461,2025-04-26,H004,MED061,34"
"CON114462,2025-04-26,H004,MED062,18"
"CON114463,2025-04-26,H004,MED063,30"
"CON114464,2025-04-26,H004,MED064,15"
"CON114465,2025-04-26,H004,MED065,22"
"CON114466,2025-04-26,H004,MED066,34"
"CON114467,2025-04-26,H004,MED067,35"
"CON114468,2025-04-26,H004,MED068,32"
"CON114469,2025-04-26,H004,MED069,20"
"CON114470,2025-04-26,H004,MED070,24"
"CON114471,2025-04-26,H004,MED071,5"
"CON114472,2025-04-26,H004,MED072,3"
"CON114473,2025-04-26,H004,MED073,1"
"CON114474,2025-04-26,H004,MED074,1"
"CON114475,2025-04-26,H004,MED075,6"
"CON114476,2025-04-26,H004,MED076,6"
"CON114477,2025-04-26,H004,MED077,4"
"CON114478,2025-04-26,H004,MED078,1"
"CON114479,2025-04-26,H004,MED079,3"
"CON114480,2025-04-26,H004,MED080,1"
"CON114481,2025-04-26,H004,MED081,5"
"CON114482,2025-04-26,H004,MED082,13"
"CON114483,2025-04-26,H004,MED083,6"
"CON114484,2025-04-26,H004,MED084,15"
"CON114485,2025-04-26,H004,MED085,10"
"CON114486,2025-04-26,H004,MED086,5"
"CON114487,2025-04-26,H004,MED087,8"
"CON114488,2025-04-26,H004,MED088,10"
"CON114489,2025-04-26,H004,MED089,7"
"CON114490,2025-04-26,H004,MED090,10"
"CON114491,2025-04-26,H004,MED091,5"
"CON114492,2025-04-26,H004,MED092,3"
"CON114493,2025-04-26,H004,MED093,6"
"CON114494,2025-04-26,H004,MED094,3"
"CON114495,2025-04-26,H004,MED095,3"
"CON114496,2025-04-26,H004,MED096,5"
"CON114497,2025-04-26,H004,MED097,2"
"CON114498,2025-04-26,H004,MED098,5"
"CON114499,2025-04-26,H004,MED099,1"
"CON114500,2025-04-26,H004,MED100,6"
"CON114501,2025-04-26,H005,MED001,33"
"CON114502,2025-04-26,H005,MED002,22"
"CON114503,2025-04-26,H005,MED003,25"
"CON114504,2025-04-26,H005,MED004,23"
"CON114505,2025-04-26,H005,MED005,28"
"CON114506,2025-04-26,H005,MED006,34"
"CON114507,2025-04-26,H005,MED007,35"
"CON114508,2025-04-26,H005,MED008,20"
"CON114509,2025-04-26,H005,MED009,30"
"CON114510,2025-04-26,H005,MED010,23"
"CON114511,2025-04-26,H005,MED011,25"
"CON114512,2025-04-26,H005,MED012,19"
"CON114513,2025-04-26,H005,MED013,33"
"CON114514,2025-04-26,H005,MED014,24"
"CON114515,2025-04-26,H005,MED015,35"
"CON114516,2025-04-26,H005,MED016,15"
"CON114517,2025-04-26,H005,MED017,35"
"CON114518,2025-04-26,H005,MED018,15"
"CON114519,2025-04-26,H005,MED019,34"
"CON114520,2025-04-26,H005,MED021,1"
"CON114521,2025-04-26,H005,MED022,2"
"CON114522,2025-04-26,H005,MED023,2"
"CON114523,2025-04-26,H005,MED024,16"
"CON114524,2025-04-26,H005,MED025,4"
"CON114525,2025-04-26,H005,MED026,14"
"CON114526,2025-04-26,H005,MED027,7"
"CON114527,2025-04-26,H005,MED028,6"
"CON114528,2025-04-26,H005,MED029,13"
"CON114529,2025-04-26,H005,MED030,8"
"CON114530,2025-04-26,H005,MED031,11"
"CON114531,2025-04-26,H005,MED032,6"
"CON114532,2025-04-26,H005,MED033,5"
"CON114533,2025-04-26,H005,MED034,14"
"CON114534,2025-04-26,H005,MED035,11"
"CON114535,2025-04-26,H005,MED036,14"
"CON114536,2025-04-26,H005,MED037,6"
"CON114537,2025-04-26,H005,MED038,14"
"CON114538,2025-04-26,H005,MED039,13"
"CON114539,2025-04-26,H005,MED040,6"
"CON114540,2025-04-26,H005,MED041,13"
"CON114541,2025-04-26,H005,MED042,9"
"CON114542,2025-04-26,H005,MED043,8"
"CON114543,2025-04-26,H005,MED044,7"
"CON114544,2025-04-26,H005,MED045,6"
"CON114545,2025-04-26,H005,MED046,11"
"CON114546,2025-04-26,H005,MED047,15"
"CON114547,2025-04-26,H005,MED048,7"
"CON114548,2025-04-26,H005,MED049,14"
"CON114549,2025-04-26,H005,MED050,7"
"CON114550,2025-04-26,H005,MED051,14"
"CON114551,2025-04-26,H005,MED052,5"
"CON114552,2025-04-26,H005,MED053,14"
"CON114553,2025-04-26,H005,MED054,9"
"CON114554,2025-04-26,H005,MED055,5"
"CON114555,2025-04-26,H005,MED056,13"
"CON114556,2025-04-26,H005,MED057,12"
"CON114557,2025-04-26,H005,MED058,12"
"CON114558,2025-04-26,H005,MED059,13"
"CON114559,2025-04-26,H005,MED060,5"
"CON114560,2025-04-26,H005,MED061,17"
"CON114561,2025-04-26,H005,MED062,26"
"CON114562,2025-04-26,H005,MED063,30"
"CON114563,2025-04-26,H005,MED064,35"
"CON114564,2025-04-26,H005,MED065,21"
"CON114565,2025-04-26,H005,MED066,31"
"CON114566,2025-04-26,H005,MED067,16"
"CON114567,2025-04-26,H005,MED068,16"
"CON114568,2025-04-26,H005,MED069,35"
"CON114569,2025-04-26,H005,MED070,18"
"CON114570,2025-04-26,H005,MED071,2"
"CON114571,2025-04-26,H005,MED072,3"
"CON114572,2025-04-26,H005,MED073,6"
"CON114573,2025-04-26,H005,MED074,5"
"CON114574,2025-04-26,H005,MED075,6"
"CON114575,2025-04-26,H005,MED076,1"
"CON114576,2025-04-26,H005,MED077,3"
"CON114577,2025-04-26,H005,MED078,6"
"CON114578,2025-04-26,H005,MED079,2"
"CON114579,2025-04-26,H005,MED080,6"
"CON114580,2025-04-26,H005,MED081,12"
"CON114581,2025-04-26,H005,MED082,10"
"CON114582,2025-04-26,H005,MED083,12"
"CON114583,2025-04-26,H005,MED084,11"
"CON114584,2025-04-26,H005,MED085,8"
"CON114585,2025-04-26,H005,MED086,6"
"CON114586,2025-04-26,H005,MED087,8"
"CON114587,2025-04-26,H005,MED088,8"
"CON114588,2025-04-26,H005,MED089,7"
"CON114589,2025-04-26,H005,MED090,5"
"CON114590,2025-04-26,H005,MED091,2"
"CON114591,2025-04-26,H005,MED092,4"
"CON114592,2025-04-26,H005,MED093,2"
"CON114593,2025-04-26,H005,MED094,4"
"CON114594,2025-04-26,H005,MED095,2"
"CON114595,2025-04-26,H005,MED096,6"
"CON114596,2025-04-26,H005,MED097,3"
"CON114597,2025-04-26,H005,MED098,6"
"CON114598,2025-04-26,H005,MED099,5"
"CON114599,2025-04-26,H005,MED100,4"
"CON114600,2025-04-26,H006,MED001,33"
"CON114601,2025-04-26,H006,MED002,26"
"CON114602,2025-04-26,H006,MED003,30"
"CON114603,2025-04-26,H006,MED004,30"
"CON114604,2025-04-26,H006,MED005,34"
"CON114605,2025-04-26,H006,MED006,22"
"CON114606,2025-04-26,H006,MED007,22"
"CON114607,2025-04-26,H006,MED008,35"
"CON114608,2025-04-26,H006,MED009,17"
"CON114609,2025-04-26,H006,MED010,26"
"CON114610,2025-04-26,H006,MED011,26"
"CON114611,2025-04-26,H006,MED013,30"
"CON114612,2025-04-26,H006,MED014,32"
"CON114613,2025-04-26,H006,MED015,15"
"CON114614,2025-04-26,H006,MED016,18"
"CON114615,2025-04-26,H006,MED017,26"
"CON114616,2025-04-26,H006,MED018,15"
"CON114617,2025-04-26,H006,MED020,26"
"CON114618,2025-04-26,H006,MED021,4"
"CON114619,2025-04-26,H006,MED022,1"
"CON114620,2025-04-26,H006,MED023,5"
"CON114621,2025-04-26,H006,MED024,17"
"CON114622,2025-04-26,H006,MED025,2"
"CON114623,2025-04-26,H006,MED026,12"
"CON114624,2025-04-26,H006,MED027,9"
"CON114625,2025-04-26,H006,MED028,13"
"CON114626,2025-04-26,H006,MED029,8"
"CON114627,2025-04-26,H006,MED030,6"
"CON114628,2025-04-26,H006,MED031,10"
"CON114629,2025-04-26,H006,MED032,9"
"CON114630,2025-04-26,H006,MED033,9"
"CON114631,2025-04-26,H006,MED034,12"
"CON114632,2025-04-26,H006,MED035,6"
"CON114633,2025-04-26,H006,MED036,8"
"CON114634,2025-04-26,H006,MED037,7"
"CON114635,2025-04-26,H006,MED038,6"
"CON114636,2025-04-26,H006,MED039,15"
"CON114637,2025-04-26,H006,MED040,14"
"CON114638,2025-04-26,H006,MED041,5"
"CON114639,2025-04-26,H006,MED042,10"
"CON114640,2025-04-26,H006,MED043,7"
"CON114641,2025-04-26,H006,MED044,15"
"CON114642,2025-04-26,H006,MED045,8"
"CON114643,2025-04-26,H006,MED046,6"
"CON114644,2025-04-26,H006,MED047,9"
"CON114645,2025-04-26,H006,MED048,14"
"CON114646,2025-04-26,H006,MED049,10"
"CON114647,2025-04-26,H006,MED050,9"
"CON114648,2025-04-26,H006,MED051,11"
"CON114649,2025-04-26,H006,MED052,11"
"CON114650,2025-04-26,H006,MED053,10"
"CON114651,2025-04-26,H006,MED054,15"
"CON114652,2025-04-26,H006,MED055,13"
"CON114653,2025-04-26,H006,MED056,11"
"CON114654,2025-04-26,H006,MED057,12"
"CON114655,2025-04-26,H006,MED058,9"
"CON114656,2025-04-26,H006,MED059,9"
"CON114657,2025-04-26,H006,MED060,5"
"CON114658,2025-04-26,H006,MED061,32"
"CON114659,2025-04-26,H006,MED062,18"
"CON114660,2025-04-26,H006,MED063,17"
"CON114661,2025-04-26,H006,MED064,30"
"CON114662,2025-04-26,H006,MED065,15"
"CON114663,2025-04-26,H006,MED066,22"
"CON114664,2025-04-26,H006,MED067,32"
"CON114665,2025-04-26,H006,MED068,31"
"CON114666,2025-04-26,H006,MED069,32"
"CON114667,2025-04-26,H006,MED070,35"
"CON114668,2025-04-26,H006,MED071,5"
"CON114669,2025-04-26,H006,MED072,2"
"CON114670,2025-04-26,H006,MED073,4"
"CON114671,2025-04-26,H006,MED074,5"
"CON114672,2025-04-26,H006,MED075,4"
"CON114673,2025-04-26,H006,MED076,4"
"CON114674,2025-04-26,H006,MED077,2"
"CON114675,2025-04-26,H006,MED078,3"
"CON114676,2025-04-26,H006,MED079,6"
"CON114677,2025-04-26,H006,MED080,3"
"CON114678,2025-04-26,H006,MED081,7"
"CON114679,2025-04-26,H006,MED082,14"
"CON114680,2025-04-26,H006,MED083,6"
"CON114681,2025-04-26,H006,MED084,5"
"CON114682,2025-04-26,H006,MED085,7"
"CON114683,2025-04-26,H006,MED086,11"
"CON114684,2025-04-26,H006,MED087,10"
"CON114685,2025-04-26,H006,MED088,9"
"CON114686,2025-04-26,H006,MED089,12"
"CON114687,2025-04-26,H006,MED090,8"
"CON114688,2025-04-26,H006,MED091,6"
"CON114689,2025-04-26,H006,MED092,3"
"CON114690,2025-04-26,H006,MED093,6"
"CON114691,2025-04-26,H006,MED094,6"
"CON114692,2025-04-26,H006,MED095,6"
"CON114693,2025-04-26,H006,MED096,6"
"CON114694,2025-04-26,H006,MED097,6"
"CON114695,2025-04-26,H006,MED098,3"
"CON114696,2025-04-26,H006,MED099,5"
"CON114697,2025-04-26,H006,MED100,4"
"CON114698,2025-04-26,H007,MED001,25"
"CON114699,2025-04-26,H007,MED002,34"
"CON114700,2025-04-26,H007,MED003,29"
"CON114701,2025-04-26,H007,MED004,21"
"CON114702,2025-04-26,H007,MED005,22"
"CON114703,2025-04-26,H007,MED006,29"
"CON114704,2025-04-26,H007,MED007,25"
"CON114705,2025-04-26,H007,MED008,27"
"CON114706,2025-04-26,H007,MED009,20"
"CON114707,2025-04-26,H007,MED010,18"
"CON114708,2025-04-26,H007,MED012,27"
"CON114709,2025-04-26,H007,MED014,32"
"CON114710,2025-04-26,H007,MED015,19"
"CON114711,2025-04-26,H007,MED016,28"
"CON114712,2025-04-26,H007,MED017,35"
"CON114713,2025-04-26,H007,MED018,17"
"CON114714,2025-04-26,H007,MED019,23"
"CON114715,2025-04-26,H007,MED021,1"
"CON114716,2025-04-26,H007,MED022,5"
"CON114717,2025-04-26,H007,MED023,5"
"CON114718,2025-04-26,H007,MED024,32"
"CON114719,2025-04-26,H007,MED025,3"
"CON114720,2025-04-26,H007,MED026,5"
"CON114721,2025-04-26,H007,MED027,13"
"CON114722,2025-04-26,H007,MED028,14"
"CON114723,2025-04-26,H007,MED029,7"
"CON114724,2025-04-26,H007,MED030,11"
"CON114725,2025-04-26,H007,MED031,15"
"CON114726,2025-04-26,H007,MED032,11"
"CON114727,2025-04-26,H007,MED033,14"
"CON114728,2025-04-26,H007,MED034,9"
"CON114729,2025-04-26,H007,MED035,6"
"CON114730,2025-04-26,H007,MED036,5"
"CON114731,2025-04-26,H007,MED037,13"
"CON114732,2025-04-26,H007,MED038,15"
"CON114733,2025-04-26,H007,MED039,5"
"CON114734,2025-04-26,H007,MED040,11"
"CON114735,2025-04-26,H007,MED041,7"
"CON114736,2025-04-26,H007,MED042,10"
"CON114737,2025-04-26,H007,MED043,9"
"CON114738,2025-04-26,H007,MED044,7"
"CON114739,2025-04-26,H007,MED045,13"
"CON114740,2025-04-26,H007,MED046,12"
"CON114741,2025-04-26,H007,MED047,8"
"CON114742,2025-04-26,H007,MED048,6"
"CON114743,2025-04-26,H007,MED049,5"
"CON114744,2025-04-26,H007,MED050,10"
"CON114745,2025-04-26,H007,MED051,10"
"CON114746,2025-04-26,H007,MED052,9"
"CON114747,2025-04-26,H007,MED053,11"
"CON114748,2025-04-26,H007,MED054,10"
"CON114749,2025-04-26,H007,MED055,13"
"CON114750,2025-04-26,H007,MED056,15"
"CON114751,2025-04-26,H007,MED057,8"
"CON114752,2025-04-26,H007,MED058,5"
"CON114753,2025-04-26,H007,MED059,5"
"CON114754,2025-04-26,H007,MED060,15"
"CON114755,2025-04-26,H007,MED061,22"
"CON114756,2025-04-26,H007,MED062,20"
"CON114757,2025-04-26,H007,MED063,30"
"CON114758,2025-04-26,H007,MED064,30"
"CON114759,2025-04-26,H007,MED065,34"
"CON114760,2025-04-26,H007,MED066,20"
"CON114761,2025-04-26,H007,MED067,16"
"CON114762,2025-04-26,H007,MED068,28"
"CON114763,2025-04-26,H007,MED069,22"
"CON114764,2025-04-26,H007,MED070,20"
"CON114765,2025-04-26,H007,MED071,2"
"CON114766,2025-04-26,H007,MED072,5"
"CON114767,2025-04-26,H007,MED073,4"
"CON114768,2025-04-26,H007,MED074,2"
"CON114769,2025-04-26,H007,MED075,3"
"CON114770,2025-04-26,H007,MED076,2"
"CON114771,2025-04-26,H007,MED077,5"
"CON114772,2025-04-26,H007,MED078,3"
"CON114773,2025-04-26,H007,MED079,5"
"CON114774,2025-04-26,H007,MED080,5"
"CON114775,2025-04-26,H007,MED081,11"
"CON114776,2025-04-26,H007,MED082,13"
"CON114777,2025-04-26,H007,MED083,15"
"CON114778,2025-04-26,H007,MED084,12"
"CON114779,2025-04-26,H007,MED085,5"
"CON114780,2025-04-26,H007,MED086,14"
"CON114781,2025-04-26,H007,MED087,7"
"CON114782,2025-04-26,H007,MED088,11"
"CON114783,2025-04-26,H007,MED089,6"
"CON114784,2025-04-26,H007,MED090,11"
"CON114785,2025-04-26,H007,MED091,3"
"CON114786,2025-04-26,H007,MED092,4"
"CON114787,2025-04-26,H007,MED093,3"
"CON114788,2025-04-26,H007,MED094,4"
"CON114789,2025-04-26,H007,MED095,3"
"CON114790,2025-04-26,H007,MED096,1"
"CON114791,2025-04-26,H007,MED097,2"
"CON114792,2025-04-26,H007,MED098,5"
"CON114793,2025-04-26,H007,MED099,2"
"CON114794,2025-04-26,H007,MED100,6"
"CON114795,2025-04-26,H008,MED001,20"
"CON114796,2025-04-26,H008,MED002,19"
"CON114797,2025-04-26,H008,MED003,23"
"CON114798,2025-04-26,H008,MED004,19"
"CON114799,2025-04-26,H008,MED005,30"
"CON114800,2025-04-26,H008,MED006,18"
"CON114801,2025-04-26,H008,MED007,30"
"CON114802,2025-04-26,H008,MED008,19"
"CON114803,2025-04-26,H008,MED009,17"
"CON114804,2025-04-26,H008,MED010,26"
"CON114805,2025-04-26,H008,MED011,28"
"CON114806,2025-04-26,H008,MED012,33"
"CON114807,2025-04-26,H008,MED013,19"
"CON114808,2025-04-26,H008,MED015,20"
"CON114809,2025-04-26,H008,MED016,35"
"CON114810,2025-04-26,H008,MED017,16"
"CON114811,2025-04-26,H008,MED018,25"
"CON114812,2025-04-26,H008,MED019,20"
"CON114813,2025-04-26,H008,MED020,33"
"CON114814,2025-04-26,H008,MED021,6"
"CON114815,2025-04-26,H008,MED022,1"
"CON114816,2025-04-26,H008,MED023,6"
"CON114817,2025-04-26,H008,MED024,22"
"CON114818,2025-04-26,H008,MED025,3"
"CON114819,2025-04-26,H008,MED026,9"
"CON114820,2025-04-26,H008,MED027,9"
"CON114821,2025-04-26,H008,MED028,9"
"CON114822,2025-04-26,H008,MED029,13"
"CON114823,2025-04-26,H008,MED030,15"
"CON114824,2025-04-26,H008,MED031,11"
"CON114825,2025-04-26,H008,MED032,13"
"CON114826,2025-04-26,H008,MED033,15"
"CON114827,2025-04-26,H008,MED034,15"
"CON114828,2025-04-26,H008,MED035,6"
"CON114829,2025-04-26,H008,MED036,15"
"CON114830,2025-04-26,H008,MED037,8"
"CON114831,2025-04-26,H008,MED038,13"
"CON114832,2025-04-26,H008,MED039,8"
"CON114833,2025-04-26,H008,MED040,6"
"CON114834,2025-04-26,H008,MED041,9"
"CON114835,2025-04-26,H008,MED042,12"
"CON114836,2025-04-26,H008,MED043,9"
"CON114837,2025-04-26,H008,MED044,10"
"CON114838,2025-04-26,H008,MED045,13"
"CON114839,2025-04-26,H008,MED046,7"
"CON114840,2025-04-26,H008,MED047,7"
"CON114841,2025-04-26,H008,MED048,8"
"CON114842,2025-04-26,H008,MED049,5"
"CON114843,2025-04-26,H008,MED050,5"
"CON114844,2025-04-26,H008,MED051,9"
"CON114845,2025-04-26,H008,MED052,6"
"CON114846,2025-04-26,H008,MED053,15"
"CON114847,2025-04-26,H008,MED054,13"
"CON114848,2025-04-26,H008,MED055,13"
"CON114849,2025-04-26,H008,MED056,10"
"CON114850,2025-04-26,H008,MED057,12"
"CON114851,2025-04-26,H008,MED058,10"
"CON114852,2025-04-26,H008,MED059,10"
"CON114853,2025-04-26,H008,MED060,9"
"CON114854,2025-04-26,H008,MED061,16"
"CON114855,2025-04-26,H008,MED062,20"
"CON114856,2025-04-26,H008,MED063,22"
"CON114857,2025-04-26,H008,MED064,22"
"CON114858,2025-04-26,H008,MED065,21"
"CON114859,2025-04-26,H008,MED066,18"
"CON114860,2025-04-26,H008,MED067,26"
"CON114861,2025-04-26,H008,MED068,22"
"CON114862,2025-04-26,H008,MED069,17"
"CON114863,2025-04-26,H008,MED070,22"
"CON114864,2025-04-26,H008,MED071,3"
"CON114865,2025-04-26,H008,MED072,2"
"CON114866,2025-04-26,H008,MED073,1"
"CON114867,2025-04-26,H008,MED074,3"
"CON114868,2025-04-26,H008,MED075,1"
"CON114869,2025-04-26,H008,MED076,1"
"CON114870,2025-04-26,H008,MED077,3"
"CON114871,2025-04-26,H008,MED078,1"
"CON114872,2025-04-26,H008,MED079,1"
"CON114873,2025-04-26,H008,MED080,3"
"CON114874,2025-04-26,H008,MED081,12"
"CON114875,2025-04-26,H008,MED082,15"
"CON114876,2025-04-26,H008,MED083,7"
"CON114877,2025-04-26,H008,MED084,9"
"CON114878,2025-04-26,H008,MED085,13"
"CON114879,2025-04-26,H008,MED086,13"
"CON114880,2025-04-26,H008,MED087,5"
"CON114881,2025-04-26,H008,MED088,8"
"CON114882,2025-04-26,H008,MED089,10"
"CON114883,2025-04-26,H008,MED090,12"
"CON114884,2025-04-26,H008,MED091,2"
"CON114885,2025-04-26,H008,MED092,6"
"CON114886,2025-04-26,H008,MED093,4"
"CON114887,2025-04-26,H008,MED094,2"
"CON114888,2025-04-26,H008,MED095,3"
"CON114889,2025-04-26,H008,MED096,4"
"CON114890,2025-04-26,H008,MED097,2"
"CON114891,2025-04-26,H008,MED098,2"
"CON114892,2025-04-26,H008,MED099,3"
"CON114893,2025-04-26,H008,MED100,6"
"CON114894,2025-04-26,H009,MED001,23"
"CON114895,2025-04-26,H009,MED002,28"
"CON114896,2025-04-26,H009,MED003,20"
"CON114897,2025-04-26,H009,MED004,33"
"CON114898,2025-04-26,H009,MED005,23"
"CON114899,2025-04-26,H009,MED006,33"
"CON114900,2025-04-26,H009,MED007,18"
"CON114901,2025-04-26,H009,MED008,18"
"CON114902,2025-04-26,H009,MED009,25"
"CON114903,2025-04-26,H009,MED010,29"
"CON114904,2025-04-26,H009,MED011,24"
"CON114905,2025-04-26,H009,MED012,15"
"CON114906,2025-04-26,H009,MED013,26"
"CON114907,2025-04-26,H009,MED014,20"
"CON114908,2025-04-26,H009,MED015,25"
"CON114909,2025-04-26,H009,MED016,23"
"CON114910,2025-04-26,H009,MED017,27"
"CON114911,2025-04-26,H009,MED019,20"
"CON114912,2025-04-26,H009,MED021,3"
"CON114913,2025-04-26,H009,MED022,4"
"CON114914,2025-04-26,H009,MED023,5"
"CON114915,2025-04-26,H009,MED024,32"
"CON114916,2025-04-26,H009,MED025,4"
"CON114917,2025-04-26,H009,MED026,10"
"CON114918,2025-04-26,H009,MED027,9"
"CON114919,2025-04-26,H009,MED028,12"
"CON114920,2025-04-26,H009,MED029,6"
"CON114921,2025-04-26,H009,MED030,8"
"CON114922,2025-04-26,H009,MED031,14"
"CON114923,2025-04-26,H009,MED032,8"
"CON114924,2025-04-26,H009,MED033,11"
"CON114925,2025-04-26,H009,MED034,7"
"CON114926,2025-04-26,H009,MED035,12"
"CON114927,2025-04-26,H009,MED036,11"
"CON114928,2025-04-26,H009,MED037,9"
"CON114929,2025-04-26,H009,MED038,7"
"CON114930,2025-04-26,H009,MED039,5"
"CON114931,2025-04-26,H009,MED040,6"
"CON114932,2025-04-26,H009,MED041,11"
"CON114933,2025-04-26,H009,MED042,14"
"CON114934,2025-04-26,H009,MED043,6"
"CON114935,2025-04-26,H009,MED044,10"
"CON114936,2025-04-26,H009,MED045,9"
"CON114937,2025-04-26,H009,MED046,5"
"CON114938,2025-04-26,H009,MED047,15"
"CON114939,2025-04-26,H009,MED048,11"
"CON114940,2025-04-26,H009,MED049,13"
"CON114941,2025-04-26,H009,MED050,11"
"CON114942,2025-04-26,H009,MED051,13"
"CON114943,2025-04-26,H009,MED052,6"
"CON114944,2025-04-26,H009,MED053,8"
"CON114945,2025-04-26,H009,MED054,5"
"CON114946,2025-04-26,H009,MED055,14"
"CON114947,2025-04-26,H009,MED056,10"
"CON114948,2025-04-26,H009,MED057,14"
"CON114949,2025-04-26,H009,MED058,12"
"CON114950,2025-04-26,H009,MED059,15"
"CON114951,2025-04-26,H009,MED060,6"
"CON114952,2025-04-26,H009,MED061,32"
"CON114953,2025-04-26,H009,MED062,26"
"CON114954,2025-04-26,H009,MED063,27"
"CON114955,2025-04-26,H009,MED064,27"
"CON114956,2025-04-26,H009,MED065,23"
"CON114957,2025-04-26,H009,MED066,31"
"CON114958,2025-04-26,H009,MED067,15"
"CON114959,2025-04-26,H009,MED068,24"
"CON114960,2025-04-26,H009,MED069,21"
"CON114961,2025-04-26,H009,MED070,22"
"CON114962,2025-04-26,H009,MED071,6"
"CON114963,2025-04-26,H009,MED072,1"
"CON114964,2025-04-26,H009,MED073,6"
"CON114965,2025-04-26,H009,MED074,6"
"CON114966,2025-04-26,H009,MED075,6"
"CON114967,2025-04-26,H009,MED076,3"
